Time,NDVI
Jul 1981,0.3793952
Jul 1982,0.1206774
Jul 1983,0.2756129
Jul 1984,0.3380646
Jul 1985,0.3123145
Jul 1986,0.5948629
Jul 1987,0.2403952
Jul 1988,0.3401774
Jul 1989,0.3715404
Jul 1990,0.5040484
Jul 1991,0.3427177
Jul 1992,0.2239677
Jul 1993,0.1900565
Jul 1994,0.2557258
Jul 1995,0.3788065
Jul 1996,0.5110645
Jul 1997,0.4715161
Jul 1998,0.2582742
Jul 1999,0.4143871
Jul 2000,0.4100726
Jul 2001,0.4364113
Jul 2002,0.2068952
Jul 2003,0.3553548
Jul 2004,0.4131049
Jul 2005,0.4059274
Jul 2006,0.3348871
