"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,8.96,5.39,53.73,0,0,16.5,16.5
1984,16,42.56,29.4,54.4,0,0,14.74,14.74
1985,16,0.56,25.56,75,100,0,0,100
1986,16,42.12,50,69.5,0,0,0,0
1987,16,4.67,7.68,46.76,100,0,34.84,134.84
1988,16,28.49,34.73,75,0,0,0,0
1989,16,8.14,31.04,75,0,0,0,0
1990,16,0,0,50,100,0,26.32,126.32
1991,16,27.89,50,67.96,0,0,0,0
1992,16,0,0,27.58,100,0,85.32,185.32
1993,16,50,0,41.2,0,0,49.47,49.47
1994,16,17.74,39.47,71.72,0,0,0,0
1995,16,0,18.15,68.15,100,0,0,100
1996,16,50,25,75,0,0,0,0
1997,16,55.66,45.23,75,0,0,0,0
1998,16,11.97,25,75,0,0,0,0
1999,16,26.1,41.52,75,0,0,0,0
2000,16,18.87,28.58,75,0,0,0,0
2001,16,16.82,36.32,75,0,0,0,0
2002,16,25.97,35.35,75,0,0,0,0
2003,16,27.68,38.46,75,0,0,0,0
2004,16,12.51,7.92,53.52,0,0,17.04,17.04
2005,16,9.47,34.47,75,0,0,0,0
2006,16,21.42,37.78,73.39,0,0,0,0
2007,16,25.38,41.43,75,0,0,0,0
2008,16,45.11,25,75,0,0,0,0
2009,16,12.43,29.23,75,0,0,0,0
2010,16,9.02,34.02,75,0,0,0,0
2011,16,36.3,37.25,69.63,0,0,0,0
2012,16,17.38,24.44,57.07,0,0,7.72,7.72
2013,16,0,25,75,100,0,0,100
2014,16,0,25,74.86,100,0,0,100
2015,16,23.11,16.38,50.23,0,0,25.71,25.71
2016,16,39.66,24.28,67.28,0,0,0,0
2017,16,0,25,75,100,0,0,100
2018,16,50,25,75,0,0,0,0
2019,16,45.13,43.19,75,0,0,0,0
