Time,NDVI
Oct 1981,0.3113387
Oct 1982,0.3187581
Oct 1983,0.3272097
Oct 1984,0.2349194
Oct 1985,0.3085645
Oct 1986,0.3576936
Oct 1987,0.2979194
Oct 1988,0.2950968
Oct 1989,0.2533549
Oct 1990,0.2691452
Oct 1991,0.2631613
Oct 1992,0.2785161
Oct 1993,0.2821935
Oct 1994,0.3682581
Oct 1995,0.3468065
Oct 1996,0.3188065
Oct 1997,0.2879355
Oct 1998,0.3609355
Oct 1999,0.3355162
Oct 2000,0.3385968
Oct 2001,0.3326935
Oct 2002,0.3593871
Oct 2003,0.3748549
Oct 2004,0.3261452
Oct 2005,0.3341936
Oct 2006,0.3630968
