T2,MODIS HAIN ET
Oct 2000,19.7
Oct 2001,12.3
Oct 2002,3.7
Oct 2003,31.3
Oct 2004,5.5
Oct 2005,36.7
Oct 2006,55.4
Oct 2007,69.9
Oct 2008,56.6
Oct 2009,35.1
Oct 2010,68.4
Oct 2011,33.2
Oct 2012,35.9
Oct 2013,42.2
Oct 2014,36.3
