T2,MODIS HAIN ET
Jul 2000,5.1
Jul 2001,10.8
Jul 2002,1.8
Jul 2003,29.5
Jul 2004,6.8
Jul 2005,29.8
Jul 2006,20.8
Jul 2007,57.5
Jul 2008,44.2
Jul 2009,26.5
Jul 2010,49.3
Jul 2011,15.5
Jul 2012,34.6
Jul 2013,3.6
Jul 2014,17.0
