"","1","2","3"
"1983",23,25,72.1
"1984",13.6,25,75
"1985",12.3,25,75
"1986",57.3742857142857,50,75
"1987",52.2611111111111,40.2611111111111,75
"1988",30.7,37.2,75
"1989",49.0270634920635,37.7,75
"1990",32.8,45,73.5
"1991",43.4,48.9,75
"1992",11.6,36.4,74.8
"1993",55.2,42,75
"1994",55,50,75
"1995",13.5,33.3,75
"1996",63.4,38.4,75
"1997",66.2,50,73.3
"1998",39.5,33.8,75
"1999",36.8,50,75
"2000",38.2,50,75
"2001",51.7,50,75
"2002",43.5,33.9,72.3
"2003",56.7,50,75
"2004",31.7,43.9,68.9
"2005",31.8,50,75
"2006",37.8,50,75
"2007",68.3,50,75
"2008",63,40.4,75
"2009",34.1,50,75
"2010",66.7,50,75
"2011",50,50,75
"2012",37.4,50,75
"2013",41.9,50,75
"2014",28.5,45.4,75
"2015",22.7,33.2,75
"2016",43.9,50,75
"2017",33.9,50,75
"2018",69.6,50,75
"2019",74.4,50,75
