Time,NDVI
Oct 1981,0.3344677
Oct 1982,0.3637742
Oct 1983,0.3049274
Oct 1984,0.2496532
Oct 1985,0.2700807
Oct 1986,0.3159839
Oct 1987,0.3048952
Oct 1988,0.2971774
Oct 1989,0.2929436
Oct 1990,0.2670726
Oct 1991,0.2364113
Oct 1992,0.2490323
Oct 1993,0.2872581
Oct 1994,0.4692097
Oct 1995,0.3525968
Oct 1996,0.3009758
Oct 1997,0.2529677
Oct 1998,0.37075
Oct 1999,0.3484436
Oct 2000,0.3439758
Oct 2001,0.3620484
Oct 2002,0.280242
Oct 2003,0.3280565
Oct 2004,0.2632177
Oct 2005,0.2850323
Oct 2006,0.3086613
