Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1.78888888888889,16.1,1.78888888888889,1.78888888888889,1.78888888888889,0,1.78888888888889,1.78888888888889,1.78888888888889,0,1.78888888888889,1.78888888888889,1.78888888888889,0,1.78888888888889,1.78888888888889,1.78888888888889,0,1.78888888888889,1.78888888888889,1.78888888888889,0,1.78888888888889,1.78888888888889,1.78888888888889,0,1.78888888888889,1.78888888888889,1.78888888888889,0,1.78888888888889,1.78888888888889,1.78888888888889,0,1.78888888888889,1.78888888888889,1.78888888888889
7,0,0,24.8852941176471,5.34529411764706,0,0,0,2.58529411764706,0,0,0,2.76,0,31.5,37.3,0,0,0,0,0,0,0,0,37,0,0,16.5,17.9,0,0,0,22,0,0,0,0,0
8,5.07142857142857,0,8.40571428571429,39.6,3.33428571428572,0,0,0,0,0,23.8,0,0,0,21.4,0,0,0,0,0,0,23.8,36.4,21.4,0,0,0,41.1,0,0,0,37.5,25.4,0,0,0,23.8
9,0,0,5.62,0,0,0,22.9,13.1,0,0,0,5.62,0,60.8,0,0,15.8,15.8,15.8,46.3,20.6,0,0,0,30.3,0,27.7,0,0,15.8,0,0,16.1,18.8,0,0,0
10,7.38285714285714,0,6.18823529411764,11.7,11,18.7,0,7.6,37.4,5.5,25,6.18823529411764,13.5710924369748,20.1,36.6,0,0,95.5,0,17.3,0,37.7,0,18.6,11.1,18.3,12.7,7.6,10.7,4.5,4.8,11.5,5.2,10.2,0,15.3,14.2
