Time,precipitation
1-10 Jan 1981,1.229758
11-20 Jan 1981,1.166537
21-31 Jan 1981,1.17359
1-10 Feb 1981,0.6305902
11-20 Feb 1981,0.8148841
21-28 Feb 1981,1.17641
1-10 Mar 1981,4.449575
11-20 Mar 1981,10.72037
21-31 Mar 1981,20.66742
1-10 Apr 1981,10.92973
11-20 Apr 1981,19.20809
21-30 Apr 1981,12.65298
1-10 May 1981,4.31019
11-20 May 1981,28.78181
21-31 May 1981,5.303482
1-10 Jun 1981,2.380932
11-20 Jun 1981,5.381485
21-30 Jun 1981,12.4499
1-10 Jul 1981,135.3437
11-20 Jul 1981,66.40884
21-31 Jul 1981,63.30543
1-10 Aug 1981,53.09727
11-20 Aug 1981,109.1418
21-31 Aug 1981,80.41161
1-10 Sep 1981,13.28913
11-20 Sep 1981,9.085222
21-30 Sep 1981,5.121473
1-10 Oct 1981,12.23017
11-20 Oct 1981,3.544328
21-31 Oct 1981,3.687148
1-10 Nov 1981,3.158847
11-20 Nov 1981,2.518933
21-30 Nov 1981,4.511121
1-10 Dec 1981,0.9981729
11-20 Dec 1981,1.064495
21-31 Dec 1981,1.225588
1-10 Jan 1982,2.778723
11-20 Jan 1982,3.424328
21-31 Jan 1982,1.26072
1-10 Feb 1982,3.331209
11-20 Feb 1982,1.396001
21-28 Feb 1982,2.872153
1-10 Mar 1982,18.46764
11-20 Mar 1982,10.18057
21-31 Mar 1982,6.198728
1-10 Apr 1982,48.30112
11-20 Apr 1982,23.59899
21-30 Apr 1982,40.59017
1-10 May 1982,17.30028
11-20 May 1982,14.95383
21-31 May 1982,9.051474
1-10 Jun 1982,5.298767
11-20 Jun 1982,13.86141
21-30 Jun 1982,7.228889
1-10 Jul 1982,29.19594
11-20 Jul 1982,28.05657
21-31 Jul 1982,76.22775
1-10 Aug 1982,40.19772
11-20 Aug 1982,73.13219
21-31 Aug 1982,44.27241
1-10 Sep 1982,13.52186
11-20 Sep 1982,3.050242
21-30 Sep 1982,9.693398
1-10 Oct 1982,13.27275
11-20 Oct 1982,7.736171
21-31 Oct 1982,2.873032
1-10 Nov 1982,5.921804
11-20 Nov 1982,2.448678
21-30 Nov 1982,2.362032
1-10 Dec 1982,1.518326
11-20 Dec 1982,0.9887083
21-31 Dec 1982,1.348373
1-10 Jan 1983,1.030719
11-20 Jan 1983,1.344245
21-31 Jan 1983,1.494919
1-10 Feb 1983,1.397424
11-20 Feb 1983,1.397623
21-28 Feb 1983,1.7944
1-10 Mar 1983,7.100367
11-20 Mar 1983,4.316153
21-31 Mar 1983,3.541141
1-10 Apr 1983,6.732265
11-20 Apr 1983,5.422479
21-30 Apr 1983,18.18174
1-10 May 1983,18.23557
11-20 May 1983,23.13118
21-31 May 1983,10.33258
1-10 Jun 1983,16.02277
11-20 Jun 1983,6.011221
21-30 Jun 1983,8.536505
1-10 Jul 1983,10.78046
11-20 Jul 1983,25.01713
21-31 Jul 1983,86.29013
1-10 Aug 1983,62.41033
11-20 Aug 1983,42.25902
21-31 Aug 1983,103.2857
1-10 Sep 1983,24.64231
11-20 Sep 1983,10.47902
21-30 Sep 1983,9.020224
1-10 Oct 1983,4.330173
11-20 Oct 1983,4.454431
21-31 Oct 1983,3.870575
1-10 Nov 1983,4.200799
11-20 Nov 1983,8.569971
21-30 Nov 1983,4.102375
1-10 Dec 1983,1.281021
11-20 Dec 1983,0.9226621
21-31 Dec 1983,1.129174
1-10 Jan 1984,1.177866
11-20 Jan 1984,1.232823
21-31 Jan 1984,1.405302
1-10 Feb 1984,0.6731401
11-20 Feb 1984,0.7603958
21-29 Feb 1984,2.637125
1-10 Mar 1984,12.19672
11-20 Mar 1984,6.485017
21-31 Mar 1984,6.074271
1-10 Apr 1984,7.796885
11-20 Apr 1984,16.46127
21-30 Apr 1984,6.271284
1-10 May 1984,5.737756
11-20 May 1984,11.40152
21-31 May 1984,7.122481
1-10 Jun 1984,10.05424
11-20 Jun 1984,5.550506
21-30 Jun 1984,20.98293
1-10 Jul 1984,44.99422
11-20 Jul 1984,75.35025
21-31 Jul 1984,43.02317
1-10 Aug 1984,56.95863
11-20 Aug 1984,52.0659
21-31 Aug 1984,12.40861
1-10 Sep 1984,19.11698
11-20 Sep 1984,13.8155
21-30 Sep 1984,5.933821
1-10 Oct 1984,3.597514
11-20 Oct 1984,3.866039
21-31 Oct 1984,3.499345
1-10 Nov 1984,4.545257
11-20 Nov 1984,4.818717
21-30 Nov 1984,3.011821
1-10 Dec 1984,2.337959
11-20 Dec 1984,1.665063
21-31 Dec 1984,2.003103
1-10 Jan 1985,1.962817
11-20 Jan 1985,2.157295
21-31 Jan 1985,2.714928
1-10 Feb 1985,1.769847
11-20 Feb 1985,1.987833
21-28 Feb 1985,2.518892
1-10 Mar 1985,9.317095
11-20 Mar 1985,3.900119
21-31 Mar 1985,29.17455
1-10 Apr 1985,45.15593
11-20 Apr 1985,22.00634
21-30 Apr 1985,34.97601
1-10 May 1985,24.85355
11-20 May 1985,14.78836
21-31 May 1985,10.99194
1-10 Jun 1985,8.834736
11-20 Jun 1985,23.03118
21-30 Jun 1985,10.25549
1-10 Jul 1985,56.16971
11-20 Jul 1985,73.02703
21-31 Jul 1985,79.62914
1-10 Aug 1985,62.34259
11-20 Aug 1985,40.2349
21-31 Aug 1985,87.13159
1-10 Sep 1985,24.37135
11-20 Sep 1985,8.519753
21-30 Sep 1985,2.350513
1-10 Oct 1985,3.090097
11-20 Oct 1985,2.497611
21-31 Oct 1985,2.632582
1-10 Nov 1985,3.681315
11-20 Nov 1985,4.274882
21-30 Nov 1985,2.255471
1-10 Dec 1985,1.510821
11-20 Dec 1985,1.007493
21-31 Dec 1985,1.237923
1-10 Jan 1986,1.310635
11-20 Jan 1986,1.302894
21-31 Jan 1986,1.526282
1-10 Feb 1986,1.308246
11-20 Feb 1986,1.481564
21-28 Feb 1986,1.513684
1-10 Mar 1986,3.541308
11-20 Mar 1986,2.552676
21-31 Mar 1986,4.39202
1-10 Apr 1986,12.49447
11-20 Apr 1986,16.11811
21-30 Apr 1986,7.73994
1-10 May 1986,10.36005
11-20 May 1986,14.13608
21-31 May 1986,7.716075
1-10 Jun 1986,12.19032
11-20 Jun 1986,79.30621
21-30 Jun 1986,68.61089
1-10 Jul 1986,59.50776
11-20 Jul 1986,76.00566
21-31 Jul 1986,147.9251
1-10 Aug 1986,62.24473
11-20 Aug 1986,36.56467
21-31 Aug 1986,44.50217
1-10 Sep 1986,31.32328
11-20 Sep 1986,15.35632
21-30 Sep 1986,7.542474
1-10 Oct 1986,4.403882
11-20 Oct 1986,2.247901
21-31 Oct 1986,9.735905
1-10 Nov 1986,2.31928
11-20 Nov 1986,2.51419
21-30 Nov 1986,2.304398
1-10 Dec 1986,1.541509
11-20 Dec 1986,1.00932
21-31 Dec 1986,1.351049
1-10 Jan 1987,1.32366
11-20 Jan 1987,1.347123
21-31 Jan 1987,1.451481
1-10 Feb 1987,0.8168656
11-20 Feb 1987,0.8782595
21-28 Feb 1987,1.435928
1-10 Mar 1987,9.451151
11-20 Mar 1987,4.553633
21-31 Mar 1987,5.839096
1-10 Apr 1987,14.34104
11-20 Apr 1987,7.563569
21-30 Apr 1987,5.162393
1-10 May 1987,11.16581
11-20 May 1987,47.81865
21-31 May 1987,56.6152
1-10 Jun 1987,29.89804
11-20 Jun 1987,19.83193
21-30 Jun 1987,7.666127
1-10 Jul 1987,60.24906
11-20 Jul 1987,19.86589
21-31 Jul 1987,12.47433
1-10 Aug 1987,85.83665
11-20 Aug 1987,86.52608
21-31 Aug 1987,105.7018
1-10 Sep 1987,14.82718
11-20 Sep 1987,7.884969
21-30 Sep 1987,6.52803
1-10 Oct 1987,8.166056
11-20 Oct 1987,4.228595
21-31 Oct 1987,4.21609
1-10 Nov 1987,2.04355
11-20 Nov 1987,2.309707
21-30 Nov 1987,2.063828
1-10 Dec 1987,1.646658
11-20 Dec 1987,1.180663
21-31 Dec 1987,1.430717
1-10 Jan 1988,1.18585
11-20 Jan 1988,1.05269
21-31 Jan 1988,1.422327
1-10 Feb 1988,2.052304
11-20 Feb 1988,4.529487
21-29 Feb 1988,4.059801
1-10 Mar 1988,2.240891
11-20 Mar 1988,2.188826
21-31 Mar 1988,2.738369
1-10 Apr 1988,6.998913
11-20 Apr 1988,11.0673
21-30 Apr 1988,5.519998
1-10 May 1988,7.98586
11-20 May 1988,10.7897
21-31 May 1988,7.870391
1-10 Jun 1988,13.5979
11-20 Jun 1988,5.097682
21-30 Jun 1988,7.725205
1-10 Jul 1988,73.73653
11-20 Jul 1988,77.38615
21-31 Jul 1988,119.4958
1-10 Aug 1988,78.49839
11-20 Aug 1988,110.0406
21-31 Aug 1988,45.15006
1-10 Sep 1988,11.75583
11-20 Sep 1988,24.52801
21-30 Sep 1988,7.627174
1-10 Oct 1988,2.998796
11-20 Oct 1988,8.567236
21-31 Oct 1988,4.265623
1-10 Nov 1988,3.168101
11-20 Nov 1988,3.347164
21-30 Nov 1988,2.989308
1-10 Dec 1988,1.558543
11-20 Dec 1988,1.134669
21-31 Dec 1988,1.220825
1-10 Jan 1989,1.265237
11-20 Jan 1989,1.758461
21-31 Jan 1989,1.633372
1-10 Feb 1989,0.9790876
11-20 Feb 1989,0.7231576
21-28 Feb 1989,1.291904
1-10 Mar 1989,4.704498
11-20 Mar 1989,4.417814
21-31 Mar 1989,4.235329
1-10 Apr 1989,7.121245
11-20 Apr 1989,19.24772
21-30 Apr 1989,12.72346
1-10 May 1989,8.245651
11-20 May 1989,10.80339
21-31 May 1989,8.926536
1-10 Jun 1989,13.12955
11-20 Jun 1989,11.58674
21-30 Jun 1989,13.23058
1-10 Jul 1989,56.10081
11-20 Jul 1989,73.07428
21-31 Jul 1989,51.52556
1-10 Aug 1989,48.61104
11-20 Aug 1989,36.8139
21-31 Aug 1989,17.63855
1-10 Sep 1989,8.371412
11-20 Sep 1989,8.509668
21-30 Sep 1989,8.583387
1-10 Oct 1989,4.195204
11-20 Oct 1989,7.800802
21-31 Oct 1989,3.616171
1-10 Nov 1989,2.222661
11-20 Nov 1989,2.491166
21-30 Nov 1989,3.404533
1-10 Dec 1989,3.561082
11-20 Dec 1989,1.01733
21-31 Dec 1989,1.168684
1-10 Jan 1990,1.293056
11-20 Jan 1990,1.305318
21-31 Jan 1990,1.629297
1-10 Feb 1990,1.602126
11-20 Feb 1990,2.114264
21-28 Feb 1990,1.119029
1-10 Mar 1990,5.621608
11-20 Mar 1990,5.428666
21-31 Mar 1990,8.057281
1-10 Apr 1990,6.787714
11-20 Apr 1990,5.119754
21-30 Apr 1990,21.04019
1-10 May 1990,6.300234
11-20 May 1990,4.135001
21-31 May 1990,5.01494
1-10 Jun 1990,10.34307
11-20 Jun 1990,11.59908
21-30 Jun 1990,19.26951
1-10 Jul 1990,35.76209
11-20 Jul 1990,47.8292
21-31 Jul 1990,63.64362
1-10 Aug 1990,20.63438
11-20 Aug 1990,31.09575
21-31 Aug 1990,23.55569
1-10 Sep 1990,9.460236
11-20 Sep 1990,7.055285
21-30 Sep 1990,7.437668
1-10 Oct 1990,3.330132
11-20 Oct 1990,2.169293
21-31 Oct 1990,1.924719
1-10 Nov 1990,2.304733
11-20 Nov 1990,2.513959
21-30 Nov 1990,2.340334
1-10 Dec 1990,1.786123
11-20 Dec 1990,1.030469
21-31 Dec 1990,1.232394
1-10 Jan 1991,1.225034
11-20 Jan 1991,1.366201
21-31 Jan 1991,1.563843
1-10 Feb 1991,0.8803055
11-20 Feb 1991,1.04617
21-28 Feb 1991,1.307349
1-10 Mar 1991,3.817845
11-20 Mar 1991,3.820202
21-31 Mar 1991,4.891108
1-10 Apr 1991,28.43583
11-20 Apr 1991,10.46942
21-30 Apr 1991,8.663295
1-10 May 1991,16.00194
11-20 May 1991,7.031605
21-31 May 1991,12.33411
1-10 Jun 1991,21.96392
11-20 Jun 1991,32.86712
21-30 Jun 1991,35.45053
1-10 Jul 1991,65.5679
11-20 Jul 1991,33.95581
21-31 Jul 1991,41.09296
1-10 Aug 1991,46.1786
11-20 Aug 1991,59.62132
21-31 Aug 1991,80.05122
1-10 Sep 1991,18.91695
11-20 Sep 1991,5.500191
21-30 Sep 1991,14.15261
1-10 Oct 1991,22.35439
11-20 Oct 1991,3.85757
21-31 Oct 1991,4.150259
1-10 Nov 1991,2.332187
11-20 Nov 1991,2.944771
21-30 Nov 1991,2.393433
1-10 Dec 1991,1.677758
11-20 Dec 1991,1.216129
21-31 Dec 1991,1.50396
1-10 Jan 1992,1.744029
11-20 Jan 1992,1.924206
21-31 Jan 1992,2.95936
1-10 Feb 1992,1.104316
11-20 Feb 1992,1.067005
21-29 Feb 1992,1.225057
1-10 Mar 1992,4.916007
11-20 Mar 1992,21.52084
21-31 Mar 1992,8.541733
1-10 Apr 1992,6.239127
11-20 Apr 1992,7.006004
21-30 Apr 1992,13.28306
1-10 May 1992,33.61372
11-20 May 1992,17.06935
21-31 May 1992,9.757805
1-10 Jun 1992,8.036921
11-20 Jun 1992,7.389582
21-30 Jun 1992,12.18455
1-10 Jul 1992,37.78994
11-20 Jul 1992,48.7908
21-31 Jul 1992,58.50845
1-10 Aug 1992,66.14352
11-20 Aug 1992,69.47839
21-31 Aug 1992,80.67375
1-10 Sep 1992,11.53873
11-20 Sep 1992,11.91635
21-30 Sep 1992,5.78301
1-10 Oct 1992,9.172729
11-20 Oct 1992,3.615729
21-31 Oct 1992,3.476353
1-10 Nov 1992,18.80901
11-20 Nov 1992,7.779167
21-30 Nov 1992,6.903789
1-10 Dec 1992,2.953701
11-20 Dec 1992,1.965336
21-31 Dec 1992,2.424591
1-10 Jan 1993,1.869604
11-20 Jan 1993,3.252446
21-31 Jan 1993,2.353973
1-10 Feb 1993,2.894539
11-20 Feb 1993,1.549997
21-28 Feb 1993,1.914968
1-10 Mar 1993,7.670549
11-20 Mar 1993,17.72884
21-31 Mar 1993,19.57501
1-10 Apr 1993,59.24277
11-20 Apr 1993,25.40373
21-30 Apr 1993,49.61035
1-10 May 1993,13.56925
11-20 May 1993,67.60337
21-31 May 1993,16.84747
1-10 Jun 1993,50.1004
11-20 Jun 1993,6.644871
21-30 Jun 1993,7.289551
1-10 Jul 1993,74.30392
11-20 Jul 1993,47.40324
21-31 Jul 1993,67.71971
1-10 Aug 1993,39.02158
11-20 Aug 1993,25.19225
21-31 Aug 1993,80.32903
1-10 Sep 1993,17.38965
11-20 Sep 1993,8.91147
21-30 Sep 1993,7.198196
1-10 Oct 1993,10.22407
11-20 Oct 1993,3.527565
21-31 Oct 1993,11.05808
1-10 Nov 1993,2.419147
11-20 Nov 1993,2.281829
21-30 Nov 1993,1.817336
1-10 Dec 1993,1.409259
11-20 Dec 1993,1.019632
21-31 Dec 1993,1.242907
1-10 Jan 1994,1.245215
11-20 Jan 1994,1.310996
21-31 Jan 1994,1.473009
1-10 Feb 1994,1.147041
11-20 Feb 1994,1.276099
21-28 Feb 1994,2.764062
1-10 Mar 1994,2.556431
11-20 Mar 1994,2.482913
21-31 Mar 1994,3.42302
1-10 Apr 1994,7.04922
11-20 Apr 1994,15.41743
21-30 Apr 1994,24.29901
1-10 May 1994,17.05666
11-20 May 1994,13.15705
21-31 May 1994,8.608953
1-10 Jun 1994,26.86655
11-20 Jun 1994,25.61021
21-30 Jun 1994,31.34828
1-10 Jul 1994,70.18265
11-20 Jul 1994,71.51901
21-31 Jul 1994,71.60334
1-10 Aug 1994,32.45236
11-20 Aug 1994,136.9982
21-31 Aug 1994,81.55348
1-10 Sep 1994,39.82531
11-20 Sep 1994,13.37364
21-30 Sep 1994,18.72732
1-10 Oct 1994,2.826445
11-20 Oct 1994,2.642617
21-31 Oct 1994,2.095831
1-10 Nov 1994,3.437052
11-20 Nov 1994,4.537221
21-30 Nov 1994,3.006038
1-10 Dec 1994,1.735654
11-20 Dec 1994,1.120862
21-31 Dec 1994,1.411616
1-10 Jan 1995,1.225009
11-20 Jan 1995,1.221554
21-31 Jan 1995,1.605729
1-10 Feb 1995,0.9957658
11-20 Feb 1995,1.160157
21-28 Feb 1995,1.500281
1-10 Mar 1995,5.731361
11-20 Mar 1995,5.736334
21-31 Mar 1995,9.125919
1-10 Apr 1995,12.70885
11-20 Apr 1995,36.09901
21-30 Apr 1995,21.74376
1-10 May 1995,18.41109
11-20 May 1995,15.58703
21-31 May 1995,16.90335
1-10 Jun 1995,7.767825
11-20 Jun 1995,6.968516
21-30 Jun 1995,12.143
1-10 Jul 1995,50.27902
11-20 Jul 1995,74.62914
21-31 Jul 1995,97.16875
1-10 Aug 1995,61.24334
11-20 Aug 1995,63.04679
21-31 Aug 1995,65.71202
1-10 Sep 1995,14.51182
11-20 Sep 1995,7.00639
21-30 Sep 1995,7.205503
1-10 Oct 1995,2.533877
11-20 Oct 1995,3.864242
21-31 Oct 1995,2.823263
1-10 Nov 1995,2.226944
11-20 Nov 1995,2.481847
21-30 Nov 1995,1.82257
1-10 Dec 1995,4.118416
11-20 Dec 1995,2.531051
21-31 Dec 1995,2.948978
1-10 Jan 1996,1.425821
11-20 Jan 1996,1.437731
21-31 Jan 1996,1.807459
1-10 Feb 1996,1.026483
11-20 Feb 1996,1.268033
21-29 Feb 1996,1.624402
1-10 Mar 1996,7.386116
11-20 Mar 1996,6.83955
