T2,MODIS HAIN ET
Oct 2000,87.5
Oct 2001,54.6
Oct 2002,54.1
Oct 2003,98.9
Oct 2004,68.1
Oct 2005,109.4
Oct 2006,110.9
Oct 2007,112.9
Oct 2008,103.3
Oct 2009,100.2
Oct 2010,106.4
Oct 2011,108.9
Oct 2012,99.0
Oct 2013,104.6
Oct 2014,104.3
