Time,NDVI
Jul 1981,0.3556936
Jul 1982,0.2668065
Jul 1983,0.1926613
Jul 1984,0.3207742
Jul 1985,0.3167903
Jul 1986,0.3726774
Jul 1987,0.3968871
Jul 1988,0.1219839
Jul 1989,0.3858226
Jul 1990,0.3153387
Jul 1991,0.2892904
Jul 1992,0.2878549
Jul 1993,0.3341774
Jul 1994,0.3706613
Jul 1995,0.2256936
Jul 1996,0.2794678
Jul 1997,0.3576775
Jul 1998,0.3595645
Jul 1999,0.2770645
Jul 2000,0.1334032
Jul 2001,0.4511936
Jul 2002,0.3461452
Jul 2003,0.2477258
Jul 2004,0.3202904
Jul 2005,0.1410806
Jul 2006,0.3673871
