"","MIXEDET"
"1983",42.7703219522671
"1984",5.02564890681984
"1985",27.8199799864327
"1986",40.81316509207
"1987",96.9424798703323
"1988",23.7617387350693
"1989",46.9626788875801
"1990",49.7076044153659
"1991",30.8992135393905
"1992",21.3658083409631
"1993",44.427450927817
"1994",17.7914444577771
"1995",33.1408526391131
"1996",7.43381344767871
"1997",55.4042401468762
"1998",40.6200863399368
"1999",68.9251799740818
"2000",18.1
"2001",19.6
"2002",6
"2003",45.8
"2004",25.6
"2005",60.2
"2006",31.6
"2007",70.2
"2008",68.3
"2009",30.4
"2010",52.1
"2011",16.4
"2012",52.4
"2013",8
"2014",27.6
