Time,HainET30Y Evapotranspiration
Jul 1983,34.2574
Jul 1984,21.94749
Jul 1985,29.38155
Jul 1986,33.6191
Jul 1987,51.92491
Jul 1988,28.05801
Jul 1989,35.62468
Jul 1990,36.5199
Jul 1991,30.3858
Jul 1992,27.27661
Jul 1993,34.79785
Jul 1994,26.11088
Jul 1995,31.11688
Jul 1996,22.73288
Jul 1997,38.37778
Jul 1998,33.55613
Jul 1999,42.78745
Jul 2000,38.26038
Jul 2001,37.40917
Jul 2002,32.65975
Jul 2003,29.02965
Jul 2004,41.04482
Jul 2005,32.56942
Jul 2006,25.87235
Jul 2007,29.00212
Jul 2008,43.91432
Jul 2009,25.78558
Jul 2010,32.06753
Jul 2011,24.4657
Jul 2012,20.73314
Jul 2013,22.74619
