Time,NDVI
Jul 1981,0.4513871
Jul 1982,0.06674194
Jul 1983,0.1561048
Jul 1984,0.535629
Jul 1985,0.3802662
Jul 1986,0.5722581
Jul 1987,0.2260081
Jul 1988,0.2234113
Jul 1989,0.3124113
Jul 1990,0.4315
Jul 1991,0.3799758
Jul 1992,0.1523952
Jul 1993,0.2366371
Jul 1994,0.3588145
Jul 1995,0.320992
Jul 1996,0.5035323
Jul 1997,0.5008871
Jul 1998,0.3747903
Jul 1999,0.3684839
Jul 2000,0.3395887
Jul 2001,0.5857904
Jul 2002,0.4329194
Jul 2003,0.3840242
Jul 2004,0.4190403
Jul 2005,0.3660322
Jul 2006,0.3779839
