"","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2014"
"Jan",11.99411,17.98242,19.90616,11.65884,13.04718,15.36481,12.42357,21.25873,18.05283,9.899976,12.76463,14.19419,13.48825,13.18843
"Feb",7.635209,13.72939,10.25884,12.02354,10.40004,12.20001,9.60589,10.10598,10.14115,9.564679,6.452914,8.088249,8.005904,8.617731
"Mar",10.11761,11.32947,11.89414,10.80004,9.088375,12.75887,7.647075,11.29421,3.917656,11.07648,10.62945,12.48241,9.605992,9.429445
"Apr",8.864717,9.076495,10.55874,9.576508,15.37661,9.694073,8.641262,9.976444,7.600039,8.223582,12.98829,7.900001,7.7942,5.729408
"May",7.264667,6.241148,4.07058,3.923557,4.211791,12.21781,10.12932,7.082345,9.45323,5.147038,12.64118,12.59421,6.54705,10.79412
"Jun",5.100141,5.965287,5.465008,11.02378,16.52937,14.00032,12.24168,19.49405,20.29486,10.11178,16.47692,19.1238,16.00593,12.31789
"Jul",32.72515,36.25568,23.81936,50.22999,37.23664,55.20687,45.77185,63.98883,44.00124,49.85276,56.41202,34.94198,49.22959,45.96551
"Aug",56.61889,67.06009,58.97798,68.68376,69.27794,62.69583,72.11292,70.33089,62.97747,61.76585,78.04154,67.84767,60.23639,66.88304
"Sep",47.43602,52.21204,49.7535,57.55444,51.13615,52.0604,53.40095,57.8012,48.04761,50.88956,52.55946,56.47115,50.24183,52.64166
"Oct",33.58208,30.22313,22.35249,31.16522,28.99431,26.15336,34.947,28.90018,33.32936,27.61217,27.05269,28.24723,25.27626,38.76546
"Nov",22.35894,16.96464,13.95284,19.88268,18.61794,16.31786,25.88242,18.42955,23.05309,17.74126,18.17059,27.37085,18.15882,25.90053
"Dec",19.5413,16.32948,17.37062,16.71196,16.77073,11.26486,28.61752,13.90599,13.84121,12.82367,14.02949,14.83546,12.5647,18.81791
