Time,NDVI
Aug 1981,0.5000086
Aug 1982,0.4672983
Aug 1983,0.4090744
Aug 1984,0.396264
Aug 1985,0.4380573
Aug 1986,0.5475833
Aug 1987,0.4588828
Aug 1988,0.4252357
Aug 1989,0.5351917
Aug 1990,0.5105668
Aug 1991,0.364769
Aug 1992,0.4507663
Aug 1993,0.3881975
Aug 1994,0.515871
Aug 1995,0.5229599
Aug 1996,0.4721383
Aug 1997,0.5192791
Aug 1998,0.4032969
Aug 1999,0.4707314
Aug 2000,0.4121349
Aug 2001,0.5105721
Aug 2002,0.5017307
Aug 2003,0.5161093
Aug 2004,0.4902792
Aug 2005,0.4811455
Aug 2006,0.4321291
