"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,31.54,7.85,53.85,0,0,52.41,52.41
1984,16,29.44,50,74.77,0,0,0,0
1985,16,23.84,25.94,75,0,0,0,0
1986,16,38.01,50,75,0,0,0,0
1987,16,71.61,50,75,0,0,0,0
1988,16,12.46,25,75,32.17,0,0,32.17
1989,16,18.77,18.43,63.15,0,0,17.97,17.97
1990,16,0,10.58,60.58,100,0,27.47,127.47
1991,16,19.34,33.63,75,0,0,0,0
1992,16,11.09,34.68,73.59,44.62,0,0,44.62
1993,16,30.23,29.57,75,0,0,0,0
1994,16,50,50,75,0,0,0,0
1995,16,15.78,40.78,75,1.97,0,0,1.97
1996,16,39.83,25,75,0,0,0,0
1997,16,68.82,50,75,0,0,0,0
1998,16,39.73,45.74,75,0,0,0,0
1999,16,8.79,29.71,75,65.59,0,0,65.59
2000,16,26.1,49.15,75,0,0,0,0
2001,16,4.17,25,75,100,0,0,100
2002,16,12.07,29.64,71.67,35.7,0,0,35.7
2003,16,25,50,75,0,0,0,0
2004,16,18.12,19.73,51.6,0,0,60.73,60.73
2005,16,11.44,36.44,74.26,41.41,0,0,41.41
2006,16,28.52,49.04,74.04,0,0,0,0
2007,16,17.76,35.56,75,0,0,0,0
2008,16,18.05,43.05,75,0,0,0,0
2009,16,31.32,33.18,75,0,0,0,0
2010,16,23.7,15.44,59.71,0,0,30.7,30.7
2011,16,30.91,30.91,66.17,0,0,6.77,6.77
2012,16,25,50,75,0,0,0,0
2013,16,25,41.34,66.34,0,0,6.14,6.14
2014,16,17.54,42.54,75,0,0,0,0
2015,16,0,12.58,62.58,100,0,20.08,120.08
2016,16,21.15,30.91,75,0,0,0,0
2017,16,30.06,50,75,0,0,0,0
2018,16,23.86,26.53,75,0,0,0,0
2019,16,63.35,42.45,65.44,0,0,9.5,9.5
