"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,27.27,3.85,49.99,0,0,32.45,32.45
1984,16,37.25,36.97,61.97,0,0,0.09,0.09
1985,16,6.07,31.07,70.7,0,0,0,0
1986,16,25,50,71.78,0,0,0,0
1987,16,12.55,7.79,30.95,0,0,83.91,83.91
1988,16,20.15,38.28,75,0,0,0,0
1989,16,1.08,25,62.82,100,0,0,100
1990,16,11.11,28.28,67.17,0,0,0,0
1991,16,33.24,50,75,0,0,0,0
1992,16,0,2.83,52.83,100,0,24.79,124.79
1993,16,2.53,0,50,100,0,32.43,132.43
1994,16,25,50,75,0,0,0,0
1995,16,0,6.4,56.4,100,0,15.14,115.14
1996,16,26.18,25,75,0,0,0,0
1997,16,60.45,50,75,0,0,0,0
1998,16,0,25,75,100,0,0,100
1999,16,21.04,46.04,75,0,0,0,0
2000,16,27.98,33.71,75,0,0,0,0
2001,16,13.02,22.61,59.58,0,0,6.53,6.53
2002,16,37.16,36.33,61.33,0,0,1.8,1.8
2003,16,9.25,28.72,69.47,0,0,0,0
2004,16,12.12,16.52,48.31,0,0,37,37
2005,16,28,42.87,75,0,0,0,0
2006,16,0,23.77,73.77,100,0,0,100
2007,16,30.15,50,75,0,0,0,0
2008,16,17.09,31.75,75,0,0,0,0
2009,16,17.95,14.24,64.24,0,0,0,0
2010,16,0,15.28,65.28,100,0,0,100
2011,16,2.35,25,75,100,0,0,100
2012,16,11.93,36.93,75,0,0,0,0
2013,16,7.44,25.23,67.79,0,0,0,0
2014,16,0,25,73.72,100,0,0,100
2015,16,25,44.53,52.76,0,0,24.97,24.97
2016,16,11.29,26.02,64.73,0,0,0,0
2017,16,8.82,33.82,75,0,0,0,0
2018,16,17.52,25,63.82,0,0,0,0
2019,16,25.13,37.89,71.55,0,0,0,0
