"","1","2","3"
"1983",29.7258351301587,28.5526586857143,75
"1984",1.77485997222222,5.00613997222222,45.936625
"1985",0.688956472222222,25.6889564722222,75
"1986",47.303105,50,75
"1987",55.9196797412698,33.9217707412699,60.4197343888889
"1988",10.361612,25,75
"1989",32.2399213916667,45.673639,67.568208
"1990",6.561621,6.561621,43.946723
"1991",40.537411,37.871319,75
"1992",11.73405,8.91833,58.91833
"1993",34.5641255277778,33.566144,75
"1994",39.928729,45.4512,75
"1995",25,50,75
"1996",61.25249,36.25249,71.400635
"1997",50.3361871,47.402681,75
"1998",30.41335,50,75
"1999",23.173533,48.173533,75
"2000",27.397277,45.615064,70.615064
"2001",32.067895,40.635993,66.66149
"2002",29.149337,15.207467,60.429804
"2003",35.48248,42.923188,67.923188
"2004",16.90578,35.476742,68.570962
"2005",24.835833,42.827932,75
"2006",35.63805,50,65.786
"2007",15.607034,25,75
"2008",22.860166,25,75
"2009",38.601184,45.815244,72.041005
"2010",48.71343,50,75
"2011",29.401955,50,75
"2012",16.131074,41.131074,75
"2013",3.111919,13.408449,60.29653
"2014",12.69839,25,75
"2015",13.62853,10.166608,49.516072
"2016",50,50,75
"2017",23.070869,43.7318,75
"2018",51.240895,46.394051,75
"2019",54.853784,50,75
