Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0.411830810810811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1.49172027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.19365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0.184819027777778,0,0,0,0,0.253668406156156,0,0,0,0,0,0,0,2.547427,0,0,0,0,0,0,0,6.653485,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,1.223727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.1744457,1.744457,0.288585728571429,0.288585728571429,0.1744457,0,0.1744457,0.40353807992278,0.1744457,0,0.1744457,4.1693467,0.1744457,0,0.1744457,0.1744457,0.1744457,0,0.1744457,0.1744457,0.1744457,0,0.1744457,0.1744457,0.1744457,0,4.4276827,0.1744457,0.1744457,0,0.1744457,0.1744457,0.1744457,0,0.1744457,0.1744457,0.1744457
7,0,0,0.474380514285714,0,1.87163351428571,0,0,0.0377635945945946,0,0,0,0,0,1.707224,0,0.474380514285714,0,0,0,2.553084,0,0,0,4.777413,0,0,0,0,0,0,0,16.884505,0,0,0,0,0
8,0,0,0.257951837837838,5.216009,0.943789675675676,0,0,0,11.71142,0,0,0,25.784873,0,8.2190963,1.09905854054054,0,0,0,0,31.77044,0,23.031088,0,0,0,8.894726,4.557518,15.369234,0,0,23.1124,0,0,0,0,0
9,0.110944861111111,0,3.93378988888889,0,0,1.80474151351351,33.506934,0,0,0,10.1047390277778,3.994015,0,17.807224,0,5.810019,0,0,0,16.313755,7.941875,0,0,0,8.385591,0,0,0,0,0,0,0,2.154604,19.91058,0,0,0
10,1.62337375,0,0.302402486486486,0.0260822486486486,0,0.9650432,1.28286486636637,0.561373783783784,0,0,4.55353,0.16743,0.742051055555556,10.163,10.60783,0,0,31.625871,0,14.848498,0,7.369711,0,29.61522,7.028261,16.10034,25.866735,0,0,0,0,0,0,6.19491,0,0,0
11,0,3.34498,0,27.72091,29.06181,4.482462,20.74035,0,0,0,1.11671638888889,0,0,0,0,0,0,20.196058,0,0,0,2.620164,0.0302810833333333,0,0,8.665312,0,17.702721,0,2.759112,11.761927,0,0,0,7.68033,0,4.024256
12,7.97787795854342,0,1.67448811092437,0,1.75989191666667,0,1.61688379663865,10.51439,0,0,7.55945,0,12.31218,0,0,0,6.428277,12.42539,0,0,0,13.08286,40.703435,0.7419636,19.471693,9.715469,0,0,5.086958,0,0,25.907136,0,0,8.311698,0,6.567981
13,4.873003,0,3.09542632142857,0.802964833333333,6.497108,0,0,0,40.156207,12.2955,0,7.104254,13.70328,26.197666,1.22994157142857,6.985347,0,1.788841,6.554434,0,0,0,0,11.254611,0,20.985527,0,30.643024,0,15.29488,0,0,17.191387,2.459254,15.18259,5.794357,0
