Time,NDVI
Jul 1981,0.3021774
Jul 1982,0.2010323
Jul 1983,0.1578548
Jul 1984,0.1993871
Jul 1985,0.2787097
Jul 1986,0.3971613
Jul 1987,0.2546935
Jul 1988,0.2377581
Jul 1989,0.2811936
Jul 1990,0.2110323
Jul 1991,0.2382097
Jul 1992,0.2008065
Jul 1993,0.2175323
Jul 1994,0.3378387
Jul 1995,0.2566774
Jul 1996,0.4120162
Jul 1997,0.3938871
Jul 1998,0.2523871
Jul 1999,0.2693871
Jul 2000,0.1761452
Jul 2001,0.3474033
Jul 2002,0.3562419
Jul 2003,0.3116291
Jul 2004,0.2637258
Jul 2005,0.2574193
Jul 2006,0.2716452
