"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,15.39,27.53,75,82.15,0,0,82.15
1984,16,50,36.81,50.99,0,0,70.63,70.63
1985,16,29.46,29.46,75,8.13,0,0,8.13
1986,16,40.15,50,75,0,0,0,0
1987,16,75,34.63,56.57,0,0,54.21,54.21
1988,16,61.77,46.05,75,0,0,0,0
1989,16,33.81,33.81,75,0,0,0,0
1990,16,45.84,50,75,0,0,0,0
1991,16,38.41,50,75,0,0,0,0
1992,16,14.53,15.56,61.59,86.68,0,39.45,126.13
1993,16,31.02,25,75,0,0,0,0
1994,16,65.47,50,75,0,0,0,0
1995,16,31.1,36.16,61.16,0,0,40.71,40.71
1996,16,67.49,42.49,75,0,0,0,0
1997,16,61.97,49.43,64.07,0,0,32.16,32.16
1998,16,39.96,50,75,0,0,0,0
1999,16,25,50,75,31.58,0,0,31.58
2000,16,31.96,40.63,75,0,0,0,0
2001,16,50.27,48.31,75,0,0,0,0
2002,16,42.74,42.74,75,0,0,0,0
2003,16,31.19,50,74.51,0,0,1.44,1.44
2004,16,16.9,18.22,54.45,74.21,0,60.45,134.67
2005,16,40.38,50,75,0,0,0,0
2006,16,39.93,50,75,0,0,0,0
2007,16,41.79,36.95,75,0,0,0,0
2008,16,52.82,38.06,75,0,0,0,0
2009,16,57.92,34.44,75,0,0,0,0
2010,16,27.75,21.26,71.26,17.11,0,10.99,28.1
2011,16,72.19,47.83,75,0,0,0,0
2012,16,36.41,50,75,0,0,0,0
2013,16,15.61,40.61,75,80.98,0,0,80.98
2014,16,25,50,75,31.58,0,0,31.58
2015,16,74.71,50,75,0,0,0,0
2016,16,45.52,50,75,0,0,0,0
2017,16,30.59,50,75,2.18,0,0,2.18
2018,16,63.39,42.31,75,0,0,0,0
2019,16,75,46.61,71.61,0,0,9.97,9.97
