"","1","2","3"
"1983",29.6975491472222,28.3430825470588,74.8473989470588
"1984",6.62582057222222,7.52894697222222,45.433209
"1985",5.46788603333333,26.9689650333333,75
"1986",25.5262498,50,75
"1987",57.5904629555556,31.7631787555556,58.7319021027778
"1988",15.064604,25,75
"1989",28.2814994444444,44.702823,57.874371
"1990",8.164898,8.164898,45.866198
"1991",38.963391,31.492044,75
"1992",20.690958,25.312522,54.621564
"1993",34.0864314555556,33.2182659,74.39208
"1994",32.4499595,47.64131,75
"1995",25,50,75
"1996",54.3812034,40.1918872,70.041997
"1997",49.5921797,47.9515917,51.620206
"1998",28.7800338,50,75
"1999",23.5929606,48.5929606,75
"2000",27.38681,42.555265,67.555265
"2001",6.461534,23.441054,66.97952
"2002",5.3192544,13.071194,55.380939
"2003",16.449455,41.449455,75
"2004",25,42.268478,67.268478
"2005",8.851965,33.851965,75
"2006",25.684403,39.128443,62.8629382
"2007",13.449584,25,75
"2008",13.643113,25,75
"2009",9.311693,31.619893,72.3082
"2010",55.941425,38.143885,64.531746
"2011",29.033767,50,75
"2012",15.777967,35.979459,75
"2013",3.196396,11.839413,58.643017
"2014",1.570409,25,67.835393
"2015",24.774003,27.259402,73.385879
"2016",45.752566,50,75
"2017",32.7844732,49.487809,75
"2018",41.782135,49.332509,75
"2019",59.889794,50,75
