"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,28.21,4.17,34.69,0,0,52.62,52.62
1984,16,15.34,34.38,56.16,0,0,0,0
1985,16,10.74,25.16,72.49,0,0,0,0
1986,16,25,50,75,0,0,0,0
1987,16,45.03,34.15,56.29,0,0,0,0
1988,16,5.04,25,75,98.55,0,0,98.55
1989,16,51.61,25,27.49,0,0,75.82,75.82
1990,16,5.84,5.84,47.31,71.95,0,11.92,83.87
1991,16,23.07,25.34,75,0,0,0,0
1992,16,0,0,25,100,0,83.87,183.87
1993,16,30.16,29.39,75,0,0,0,0
1994,16,36.4,50,75,0,0,0,0
1995,16,1.64,25,75,100,0,0,100
1996,16,53.8,38.71,67.8,0,0,0,0
1997,16,22.91,39.11,75,0,0,0,0
1998,16,37.2,50,75,0,0,0,0
1999,16,25,50,75,0,0,0,0
2000,16,25.34,37.65,64.88,0,0,0,0
2001,16,7.79,7.79,35.2,7.04,0,50.98,58.02
2002,16,1.27,8.64,46.76,100,0,13.69,113.69
2003,16,30.91,41.36,50.36,0,0,2.07,2.07
2004,16,4.3,23.69,49.53,100,0,4.75,104.75
2005,16,0,17.62,66.49,100,0,0,100
2006,16,21.59,46.59,75,0,0,0,0
2007,16,19.05,33.37,75,0,0,0,0
2008,16,23.82,23.61,73.61,0,0,0,0
2009,16,0.51,25,75,100,0,0,100
2010,16,18.59,31.5,67.16,0,0,0,0
2011,16,28.95,24.23,46.6,0,0,14.19,14.19
2012,16,8.34,33.34,75,0,0,0,0
2013,16,14.41,24.54,61.11,0,0,0,0
2014,16,9.25,30.11,69.77,0,0,0,0
2015,16,26.53,28.26,69.58,0,0,0,0
2016,16,37.79,50,75,0,0,0,0
2017,16,21.16,36.68,63.36,0,0,0,0
2018,16,14.76,25,54.06,0,0,0,0
2019,16,29.78,23.73,69.71,0,0,0,0
