T2,MODIS HAIN ET
Jul 2000,3.3
Jul 2001,7.2
Jul 2002,1.8
Jul 2003,22.9
Jul 2004,2.1
Jul 2005,26.4
Jul 2006,20.7
Jul 2007,47.6
Jul 2008,31.8
Jul 2009,24.5
Jul 2010,40.2
Jul 2011,13.8
Jul 2012,26.6
Jul 2013,2.4
Jul 2014,17.6
