"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,32.88,29.43,75,0,0,0,0
1984,16,2.7,8.28,55.59,100,0,46.26,146.26
1985,16,15.44,40.44,75,47.78,0,0,47.78
1986,16,36.4,50,75,0,0,0,0
1987,16,66.97,41.97,75,0,0,0,0
1988,16,43.44,25,75,0,0,0,0
1989,16,42.46,39.72,75,0,0,0,0
1990,16,11.48,11.48,50,67.6,0,65.52,133.12
1991,16,58.06,50,75,0,0,0,0
1992,16,0,18.42,68.42,100,0,2.02,102.02
1993,16,59.01,50,75,0,0,0,0
1994,16,50,50,75,0,0,0,0
1995,16,25,50,75,0,0,0,0
1996,16,72.67,50,75,0,0,0,0
1997,16,65.37,50,75,0,0,0,0
1998,16,75,50,75,0,0,0,0
1999,16,28.65,50,75,0,0,0,0
2000,16,27.27,43.78,68.78,0,0,0.76,0.76
2001,16,20.84,38.03,75,20.82,0,0,20.82
2002,16,30.02,13.02,58,0,0,37.93,37.93
2003,16,39.62,39.62,75,0,0,0,0
2004,16,25,31.77,51.71,0,0,59.64,59.64
2005,16,20.96,45.96,75,20.21,0,0,20.21
2006,16,30.56,50,75,0,0,0,0
2007,16,30.25,34.79,75,0,0,0,0
2008,16,31.31,42.13,75,0,0,0,0
2009,16,58.28,50,75,0,0,0,0
2010,16,62.12,35.74,60.74,0,0,28.47,28.47
2011,16,50,50,75,0,0,0,0
2012,16,25,50,75,0,0,0,0
2013,16,7.87,24.2,66.33,85.64,0,9.2,94.84
2014,16,9.43,34.43,75,77.84,0,0,77.84
2015,16,25,15.64,65.64,0,0,11.6,11.6
2016,16,34.4,50,75,0,0,0,0
2017,16,37.74,50,75,0,0,0,0
2018,16,50.97,40.75,68.39,0,0,2.09,2.09
2019,16,75,50,75,0,0,0,0
