Time,HainET30Y Evapotranspiration
Jul 1983,23.8975
Jul 1984,8.779535
Jul 1985,17.55213
Jul 1986,24.50007
Jul 1987,24.6142
Jul 1988,16.48509
Jul 1989,23.19828
Jul 1990,18.2116
Jul 1991,22.80875
Jul 1992,24.37032
Jul 1993,26.74345
Jul 1994,20.71929
Jul 1995,19.04667
Jul 1996,21.7902
Jul 1997,24.656
Jul 1998,25.9085
Jul 1999,22.52214
Jul 2000,26.92385
Jul 2001,22.35075
Jul 2002,24.40859
Jul 2003,27.55053
Jul 2004,22.36612
Jul 2005,24.54643
Jul 2006,21.79921
Jul 2007,25.73072
Jul 2008,21.60339
Jul 2009,28.72054
Jul 2010,23.80464
Jul 2011,19.90687
Jul 2012,27.45457
Jul 2013,24.22582
