Time,HainET30Y Evapotranspiration
Oct 1983,21.36045
Oct 1984,25.9297
Oct 1985,30.84887
Oct 1986,26.60047
Oct 1987,26.59476
Oct 1988,27.09078
Oct 1989,25.33916
Oct 1990,21.58784
Oct 1991,27.23275
Oct 1992,28.35463
Oct 1993,26.64413
Oct 1994,29.66044
Oct 1995,28.47382
Oct 1996,31.15506
Oct 1997,26.69734
Oct 1998,38.07714
Oct 1999,34.60032
Oct 2000,30.13079
Oct 2001,35.5589
Oct 2002,29.83657
Oct 2003,34.2718
Oct 2004,26.66164
Oct 2005,31.78939
Oct 2006,29.28956
Oct 2007,33.68166
Oct 2008,32.1904
Oct 2009,28.51688
Oct 2010,30.3053
Oct 2011,30.20101
Oct 2012,30.95443
Oct 2013,30.52591
