T2,MODIS HAIN ET
Jul 2000,1.6
Jul 2001,4.7
Jul 2002,0.7
Jul 2003,12.2
Jul 2004,0.6
Jul 2005,16.3
Jul 2006,13.4
Jul 2007,40.8
Jul 2008,14.3
Jul 2009,14.8
Jul 2010,28.4
Jul 2011,6.1
Jul 2012,16.4
Jul 2013,1.3
Jul 2014,13.7
