Time,NDVI
Oct 1981,0.5812904
Oct 1982,0.6940001
Oct 1983,0.4744194
Oct 1984,0.5136129
Oct 1985,0.5437097
Oct 1986,0.4250645
Oct 1987,0.4646775
Oct 1988,0.6486775
Oct 1989,0.5694194
Oct 1990,0.5718065
Oct 1991,0.4632904
Oct 1992,0.6238388
Oct 1993,0.4886129
Oct 1994,0.707
Oct 1995,0.4092581
Oct 1996,0.4685161
Oct 1997,0.5327742
Oct 1998,0.6121291
Oct 1999,0.6286452
Oct 2000,0.6097742
Oct 2001,0.5935161
Oct 2002,0.5930001
Oct 2003,0.5822904
Oct 2004,0.5692581
Oct 2005,0.5795484
Oct 2006,0.5412259
