"","1","2","3"
"1983",75,50,75
"1984",43.1,39.3,75
"1985",65.9,50,75
"1986",75,50,75
"1987",75,50,75
"1988",75,50,75
"1989",75,50,75
"1990",46.5,38.1,75
"1991",65.3,40.3,75
"1992",75,50,75
"1993",75,50,75
"1994",59.3,50,75
"1995",75,50,75
"1996",75,50,75
"1997",75,50,75
"1998",60.5,35.5,75
"1999",75,50,75
"2000",74.2,50,75
"2001",58.8,47.5,72.5
"2002",71.8,46.8,75
"2003",75,50,75
"2004",41.7,50,75
"2005",75,50,75
"2006",66.8,50,75
"2007",75,50,75
"2008",75,50,75
"2009",75,50,75
"2010",75,50,75
"2011",75,50,75
"2012",75,50,75
"2013",59.3,50,75
"2014",69.3,50,75
"2015",57.9,35.1,75
"2016",75,50,75
"2017",71.7,50,75
"2018",74.6,50,75
"2019",75,50,75
