"Region","District","Period","start","end"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","planting","2019-06-07","2019-07-12"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","flowering","2019-09-06","2019-09-28"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","tasseling/seed filling","2019-09-29","2019-10-12"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","harvesting","2019-10-21","2019-10-30"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","land preparation","2019-03-10","2019-07-07"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","planting","2019-07-08","2019-07-22"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","flowering","2019-09-06","2019-09-27"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","tasseling/seed filling","2019-10-12","2019-10-26"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","harvesting","2019-11-11","2019-12-29"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","land preparation","2019-02-10","2019-07-22"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","planting","2019-06-23","2019-07-07"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","flowering","2019-08-21","2019-09-05"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","tasseling/seed filling","2019-09-21","2019-10-11"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","harvesting","2019-10-21","2019-11-10"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","land preparation","2019-06-08","2019-07-07"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","planting","2019-07-12","2019-07-22"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","flowering","2019-08-11","2019-08-22"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","tasseling/seed filling","2019-08-23","2019-09-21"
"Amhara","Enesie Sar Midir","Dembeza-019-Amba Lay","harvesting","2019-09-27","2019-10-11"
"Amhara","Enesie Sar Midir","Berlay-034-","land preparation","2019-01-10","2019-07-07"
"Amhara","Enesie Sar Midir","Berlay-034-","planting","2019-07-08","2019-07-19"
"Amhara","Enesie Sar Midir","Berlay-034-","flowering","2019-09-12","2019-10-11"
"Amhara","Enesie Sar Midir","Berlay-034-","tasseling/seed filling","2019-10-12","2019-11-10"
"Amhara","Enesie Sar Midir","Berlay-034-","harvesting","2019-11-25","2019-12-10"
"Amhara","Enesie Sar Midir","Berlay-034-","land preparation","2019-01-10","2019-05-08"
"Amhara","Enesie Sar Midir","Berlay-034-","planting","2019-05-28","2019-07-07"
"Amhara","Enesie Sar Midir","Berlay-034-","flowering","2019-09-05","2019-09-27"
"Amhara","Enesie Sar Midir","Berlay-034-","tasseling/seed filling","2019-10-11","2019-11-10"
"Amhara","Enesie Sar Midir","Berlay-034-","harvesting","2019-11-11","2019-12-10"
"Amhara","Enesie Sar Midir","Berlay-034-","land preparation","2019-03-10","2019-04-08"
"Amhara","Enesie Sar Midir","Berlay-034-","planting","2019-07-08","2019-07-22"
"Amhara","Enesie Sar Midir","Berlay-034-","flowering","2019-08-22","2019-09-10"
"Amhara","Enesie Sar Midir","Berlay-034-","tasseling/seed filling","2019-09-11","2019-09-27"
"Amhara","Enesie Sar Midir","Berlay-034-","harvesting","2019-09-27","2019-10-11"
"Amhara","Shebel Berenta","Yeju","land preparation","2019-04-09","2019-08-12"
"Amhara","Shebel Berenta","Yeju","planting","2019-08-08","2020-08-06"
"Amhara","Shebel Berenta","Yeju","flowering","2019-09-02","2019-09-27"
"Amhara","Shebel Berenta","Yeju","tasseling/seed filling","2019-09-12","2019-11-26"
"Amhara","Shebel Berenta","Yeju","harvesting","2019-10-26","2019-12-10"
"Amhara","Shebel Berenta","Yeju","land preparation","2019-04-09","2019-04-23"
"Amhara","Shebel Berenta","Yeju","planting","2019-04-24","2019-05-23"
"Amhara","Shebel Berenta","Yeju","flowering","2019-08-07","2019-09-05"
"Amhara","Shebel Berenta","Yeju","tasseling/seed filling","2019-09-12","2019-10-25"
"Amhara","Shebel Berenta","Yeju","harvesting","2019-11-24","2019-12-14"
"Amhara","Shebel Berenta","Worego","land preparation","2019-04-09","2019-08-07"
"Amhara","Shebel Berenta","Worego","planting","2019-07-08","2019-07-27"
"Amhara","Shebel Berenta","Worego","flowering","2019-09-26","2019-10-10"
"Amhara","Shebel Berenta","Worego","tasseling/seed filling","2019-10-15","2019-11-14"
"Amhara","Shebel Berenta","Worego","harvesting","2019-11-24","2019-12-29"
"Amhara","Shebel Berenta","Worego","land preparation","2019-04-09","2019-07-24"
"Amhara","Shebel Berenta","Worego","planting","2019-08-21","2019-09-10"
"Amhara","Shebel Berenta","Worego","flowering","2019-10-25","2019-11-09"
"Amhara","Shebel Berenta","Worego","tasseling/seed filling","2019-11-10","2019-12-19"
"Amhara","Shebel Berenta","Worego","harvesting","2019-01-09","2019-01-23"
"Amhara","Shebel Berenta","Selelkula","land preparation","2019-04-09","2019-07-07"
"Amhara","Shebel Berenta","Selelkula","planting","2019-07-12","2019-08-06"
"Amhara","Shebel Berenta","Selelkula","flowering","2019-09-11","2019-10-11"
"Amhara","Shebel Berenta","Selelkula","tasseling/seed filling","2019-10-13","2019-11-09"
"Amhara","Shebel Berenta","Selelkula","harvesting","2019-11-12","2020-01-08"
"Amhara","Shebel Berenta","Selelkula","land preparation","2019-04-09","2019-08-06"
"Amhara","Shebel Berenta","Selelkula","planting","2019-08-07","2019-10-10"
"Amhara","Shebel Berenta","Selelkula","flowering","2019-10-11","2019-11-09"
"Amhara","Shebel Berenta","Selelkula","tasseling/seed filling","2019-11-12","2019-12-09"
"Amhara","Shebel Berenta","Selelkula","harvesting","2019-12-24","2020-01-23"
"Amhara","Shebel Berenta","Selelkula","land preparation","2019-03-24","2019-04-23"
"Amhara","Shebel Berenta","Selelkula","planting","2019-04-24","2019-05-23"
"Amhara","Shebel Berenta","Selelkula","flowering","2019-09-11","2019-11-10"
"Amhara","Shebel Berenta","Selelkula","tasseling/seed filling","2019-10-11","2019-11-24"
"Amhara","Shebel Berenta","Selelkula","harvesting","2019-11-25","2019-12-09"
"Amhara","Shebel Berenta","Ledy","land preparation","2019-04-09","2019-07-07"
"Amhara","Shebel Berenta","Ledy","planting","2019-07-12","2019-08-06"
"Amhara","Shebel Berenta","Ledy","flowering","2019-09-06","2019-10-10"
"Amhara","Shebel Berenta","Ledy","tasseling/seed filling","2019-10-11","2019-11-09"
"Amhara","Shebel Berenta","Ledy","harvesting","2019-11-19","2020-01-08"
"Amhara","Shebel Berenta","Ledy","land preparation","2019-03-10","2019-04-08"
"Amhara","Shebel Berenta","Ledy","planting","2019-04-23","2019-05-23"
"Amhara","Shebel Berenta","Ledy","flowering","2019-09-11","2019-10-10"
"Amhara","Shebel Berenta","Ledy","tasseling/seed filling","2019-10-11","2019-11-21"
"Amhara","Shebel Berenta","Ledy","harvesting","2019-11-24","2019-12-14"
"Amhara","Shebel Berenta","Ledy","land preparation","2019-04-09","2019-06-07"
"Amhara","Shebel Berenta","Ledy","planting","2019-06-17","2019-07-07"
"Amhara","Shebel Berenta","Ledy","flowering","2019-08-26","2019-09-11"
"Amhara","Shebel Berenta","Ledy","tasseling/seed filling","2019-09-25","2019-10-10"
"Amhara","Shebel Berenta","Ledy","harvesting","2019-10-25","2019-12-09"
"Amhara","Shebel Berenta","Gebsit","land preparation","2019-04-09","2019-07-07"
"Amhara","Shebel Berenta","Gebsit","planting","2019-07-12","2019-08-02"
"Amhara","Shebel Berenta","Gebsit","flowering","2019-09-06","2019-10-11"
"Amhara","Shebel Berenta","Gebsit","tasseling/seed filling","2019-10-12","2019-11-25"
"Amhara","Shebel Berenta","Gebsit","harvesting","2019-12-10","2019-12-30"
"Amhara","Shebel Berenta","Gebsit","land preparation","2019-04-09","2019-05-08"
"Amhara","Shebel Berenta","Gebsit","planting","2019-05-09","2019-05-24"
"Amhara","Shebel Berenta","Gebsit","flowering","2019-08-21","2019-09-27"
"Amhara","Shebel Berenta","Gebsit","tasseling/seed filling","2019-10-26","2019-11-25"
"Amhara","Shebel Berenta","Gebsit","harvesting","2019-12-10","2019-12-16"
"Amhara","Shebel Berenta","Gebsit","land preparation","2019-04-09","2019-07-07"
"Amhara","Shebel Berenta","Gebsit","planting","2019-07-11","2019-07-15"
"Amhara","Shebel Berenta","Gebsit","flowering","2019-08-16","2019-09-05"
"Amhara","Shebel Berenta","Gebsit","tasseling/seed filling","2019-09-27","2019-10-11"
"Amhara","Shebel Berenta","Gebsit","harvesting","2019-11-11","2019-12-10"
"Amhara","Ibinat","Shunge","land preparation","2019-10-12","2020-05-09"
"Amhara","Ibinat","Shunge","planting","2019-06-08","2019-06-22"
"Amhara","Ibinat","Shunge","flowering","2019-09-06","2019-09-26"
"Amhara","Ibinat","Shunge","tasseling/seed filling","2019-09-27","2019-10-26"
"Amhara","Ibinat","Shunge","harvesting","2019-10-31","2019-11-20"
"Amhara","Ibinat","Shunge","land preparation","2019-06-08","2019-06-09"
"Amhara","Ibinat","Shunge","planting","2019-06-08","2019-07-07"
"Amhara","Ibinat","Shunge","flowering","2019-08-07","2019-09-05"
"Amhara","Ibinat","Shunge","tasseling/seed filling","2019-09-12","2019-10-11"
"Amhara","Ibinat","Shunge","harvesting","2019-10-21","2019-11-10"
"Amhara","Shebel Berenta","Ansheb","land preparation","2019-03-19","2019-07-07"
"Amhara","Shebel Berenta","Ansheb","planting","2019-07-08","2019-07-27"
"Amhara","Shebel Berenta","Ansheb","flowering","2019-08-05","2019-09-26"
"Amhara","Shebel Berenta","Ansheb","tasseling/seed filling","2019-09-28","2019-10-16"
"Amhara","Shebel Berenta","Ansheb","harvesting","2019-10-31","2019-12-25"
"Amhara","Shebel Berenta","Ansheb","land preparation","2019-03-10","2019-05-08"
"Amhara","Shebel Berenta","Ansheb","planting","2019-05-09","2019-06-07"
"Amhara","Shebel Berenta","Ansheb","flowering","2019-08-21","2019-09-26"
"Amhara","Shebel Berenta","Ansheb","tasseling/seed filling","2019-09-27","2019-10-26"
"Amhara","Shebel Berenta","Ansheb","harvesting","2019-11-25","2019-12-10"
"Amhara","Shebel Berenta","Ansheb","land preparation","2019-03-10","2019-06-23"
"Amhara","Shebel Berenta","Ansheb","planting","2019-06-24","2019-07-07"
"Amhara","Shebel Berenta","Ansheb","flowering","2019-08-21","2019-09-05"
"Amhara","Shebel Berenta","Ansheb","tasseling/seed filling","2019-09-06","2019-09-27"
"Amhara","Shebel Berenta","Ansheb","harvesting","2019-09-29","2019-10-21"
"Amhara","Shebel Berenta","Gedayasu","land preparation","2019-04-09","2019-07-07"
"Amhara","Shebel Berenta","Gedayasu","planting","2019-07-12","2019-08-01"
"Amhara","Shebel Berenta","Gedayasu","flowering","2019-09-12","2019-09-27"
"Amhara","Shebel Berenta","Gedayasu","tasseling/seed filling","2019-10-26","2019-11-10"
"Amhara","Shebel Berenta","Gedayasu","harvesting","2019-11-20","2020-01-09"
"Amhara","Shebel Berenta","Gedayasu","land preparation","2019-04-09","2019-04-23"
"Amhara","Shebel Berenta","Gedayasu","planting","2019-04-24","2019-05-07"
"Amhara","Shebel Berenta","Gedayasu","flowering","2019-08-07","2019-09-05"
"Amhara","Shebel Berenta","Gedayasu","tasseling/seed filling","2019-09-26","2019-10-26"
"Amhara","Shebel Berenta","Gedayasu","harvesting","2019-11-22","2019-12-20"
"Amhara","Shebel Berenta","Gedayasu","land preparation","2019-04-09","2019-06-22"
"Amhara","Shebel Berenta","Gedayasu","planting","2019-06-27","2019-07-12"
"Amhara","Shebel Berenta","Gedayasu","flowering","2019-08-21","2019-09-05"
"Amhara","Shebel Berenta","Gedayasu","tasseling/seed filling","2019-09-12","2019-10-11"
"Amhara","Shebel Berenta","Gedayasu","harvesting","2019-10-25","2019-11-10"
"Amhara","Goncha Siso Enesie","Filatako","land preparation","2019-01-24","2019-07-07"
"Amhara","Goncha Siso Enesie","Filatako","planting","2019-07-17","2019-08-06"
"Amhara","Goncha Siso Enesie","Filatako","flowering","2019-08-31","2019-09-16"
"Amhara","Goncha Siso Enesie","Filatako","tasseling/seed filling","2019-09-17","2019-10-11"
"Amhara","Goncha Siso Enesie","Filatako","harvesting","2019-10-25","2019-11-25"
"Amhara","Goncha Siso Enesie","Filatako","land preparation","2019-05-08","2020-05-06"
"Amhara","Goncha Siso Enesie","Filatako","planting","2019-05-09","2019-06-07"
"Amhara","Goncha Siso Enesie","Filatako","flowering","2019-08-07","2019-09-05"
"Amhara","Goncha Siso Enesie","Filatako","tasseling/seed filling","2019-09-25","2019-10-11"
"Amhara","Goncha Siso Enesie","Filatako","harvesting","2019-10-26","2019-11-10"
"Amhara","Goncha Siso Enesie","Filatako","land preparation","2019-04-09","2019-05-08"
"Amhara","Goncha Siso Enesie","Filatako","planting","2019-05-09","2019-06-07"
"Amhara","Goncha Siso Enesie","Filatako","flowering","2019-08-07","2019-10-10"
"Amhara","Goncha Siso Enesie","Filatako","tasseling/seed filling","2019-10-11","2019-11-10"
"Amhara","Goncha Siso Enesie","Filatako","harvesting","2019-11-11","2019-12-10"
"Amhara","Goncha Siso Enesie","Abarwuha","land preparation","2019-01-10","2019-07-07"
"Amhara","Goncha Siso Enesie","Abarwuha","planting","2019-07-08","2019-07-27"
"Amhara","Goncha Siso Enesie","Abarwuha","flowering","2019-09-05","2019-09-26"
"Amhara","Goncha Siso Enesie","Abarwuha","tasseling/seed filling","2019-09-27","2019-10-21"
"Amhara","Goncha Siso Enesie","Abarwuha","harvesting","2019-10-26","2019-11-25"
"Amhara","Goncha Siso Enesie","Abarwuha","land preparation","2019-01-10","2019-04-23"
"Amhara","Goncha Siso Enesie","Abarwuha","planting","2019-05-09","2020-01-07"
"Amhara","Goncha Siso Enesie","Abarwuha","flowering","2019-08-21","2019-09-05"
"Amhara","Goncha Siso Enesie","Abarwuha","tasseling/seed filling","2019-09-10","2019-10-11"
"Amhara","Goncha Siso Enesie","Abarwuha","harvesting","2019-10-12","2019-11-10"
"Amhara","Goncha Siso Enesie","Abarwuha","land preparation","2019-01-10","2019-04-23"
"Amhara","Goncha Siso Enesie","Abarwuha","planting","2019-05-09","2019-06-07"
"Amhara","Goncha Siso Enesie","Abarwuha","flowering","2019-07-08","2019-08-06"
"Amhara","Goncha Siso Enesie","Abarwuha","tasseling/seed filling","2019-08-07","2019-10-11"
"Amhara","Goncha Siso Enesie","Abarwuha","harvesting","2019-10-12","2019-12-10"
"Amhara","Ibinat","Jiman Deregeha","land preparation","2019-10-12","2020-07-04"
"Amhara","Ibinat","Jiman Deregeha","planting","2019-07-08","2019-07-19"
"Amhara","Ibinat","Jiman Deregeha","flowering","2019-08-22","2019-09-15"
"Amhara","Ibinat","Jiman Deregeha","tasseling/seed filling","2019-09-27","2019-10-11"
"Amhara","Ibinat","Jiman Deregeha","harvesting","2019-10-20","2019-11-22"
"Amhara","Ibinat","Jiman Deregeha","land preparation","2019-12-11","2020-06-05"
"Amhara","Ibinat","Jiman Deregeha","planting","2019-06-08","2019-06-23"
"Amhara","Ibinat","Jiman Deregeha","flowering","2019-08-07","2019-08-22"
"Amhara","Ibinat","Jiman Deregeha","tasseling/seed filling","2019-09-12","2019-09-27"
"Amhara","Ibinat","Jiman Deregeha","harvesting","2019-10-04","2019-10-26"
"Amhara","Goncha Siso Enesie","Derit","land preparation","2019-03-10","2019-07-11"
"Amhara","Goncha Siso Enesie","Derit","planting","2019-07-27","2019-08-21"
"Amhara","Goncha Siso Enesie","Derit","flowering","2019-09-06","2019-09-27"
"Amhara","Goncha Siso Enesie","Derit","tasseling/seed filling","2019-10-09","2019-10-21"
"Amhara","Goncha Siso Enesie","Derit","harvesting","2019-10-28","2019-11-17"
"Amhara","Goncha Siso Enesie","Derit","land preparation","2019-04-09","2019-05-23"
"Amhara","Goncha Siso Enesie","Derit","planting","2019-05-09","2019-06-12"
"Amhara","Goncha Siso Enesie","Derit","flowering","2019-08-21","2019-09-05"
"Amhara","Goncha Siso Enesie","Derit","tasseling/seed filling","2019-09-12","2019-10-16"
"Amhara","Goncha Siso Enesie","Derit","harvesting","2019-11-10","2019-11-25"
"Amhara","Goncha Siso Enesie","Derit","land preparation","2019-03-10","2019-05-09"
"Amhara","Goncha Siso Enesie","Derit","planting","2019-05-09","2019-06-07"
"Amhara","Goncha Siso Enesie","Derit","flowering","2019-08-07","2019-09-05"
"Amhara","Goncha Siso Enesie","Derit","tasseling/seed filling","2019-09-26","2019-11-10"
"Amhara","Goncha Siso Enesie","Derit","harvesting","2019-11-11","2019-12-25"
