Time,NDVI
Oct 1981,0.6211936
Oct 1982,0.5995806
Oct 1983,0.4963065
Oct 1984,0.4111775
Oct 1985,0.5465807
Oct 1986,0.4828226
Oct 1987,0.4806936
Oct 1988,0.6113065
Oct 1989,0.5667098
Oct 1990,0.6133065
Oct 1991,0.5153226
Oct 1992,0.6142743
Oct 1993,0.5216129
Oct 1994,0.6058065
Oct 1995,0.5184355
Oct 1996,0.4205484
Oct 1997,0.5108064
Oct 1998,0.5960323
Oct 1999,0.6166291
Oct 2000,0.5668871
Oct 2001,0.5964839
Oct 2002,0.5482097
Oct 2003,0.5613226
Oct 2004,0.5402097
Oct 2005,0.5654194
Oct 2006,0.5890484
