"","1","2","3"
"1983",25.8,36.4,75
"1984",51,50,75
"1985",16.5,32.1,75
"1986",68.7485714285714,50,75
"1987",66.0916666666667,44.7916666666667,71.9
"1988",49.1,34.5,75
"1989",52.6569047619047,49.7,75
"1990",30.7,49.4,75
"1991",60.2,50,75
"1992",54.3,36.5,66.8
"1993",65.8,44.7,75
"1994",57.7,50,75
"1995",53.5,45.1,70.1
"1996",50,25,75
"1997",75,50,75
"1998",65.4,50,75
"1999",36.2,50,75
"2000",59.4,50,75
"2001",61.2,50,75
"2002",59.2,50,75
"2003",56.2,50,75
"2004",41.9,50,75
"2005",25,50,75
"2006",64.6,49.7,75
"2007",62.3,50,75
"2008",60.8,35.8,75
"2009",53.4,39.5,75
"2010",52.7,50,75
"2011",68.9,50,75
"2012",43.6,50,75
"2013",66.9,49.6,75
"2014",15,33.3,75
"2015",63.8,50,71.6
"2016",69,50,75
"2017",36.1,49.3,75
"2018",75,50,75
"2019",66,44.7,75
