"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,26.56,2.96,51.99,0,0,0,0
1984,16,5.27,2.96,48.93,0,0,5.59,5.59
1985,16,0.96,25.96,75,100,0,0,100
1986,16,25,46.13,71.13,0,0,0,0
1987,16,37.54,9.55,17.42,0,0,90.75,90.75
1988,16,3.69,25,75,100,0,0,100
1989,16,1.44,16.27,49.36,100,0,4.43,104.43
1990,16,0,23.56,73.56,100,0,0,100
1991,16,9.56,21.62,60.03,0,0,0,0
1992,16,19.41,24.76,55.35,0,0,0,0
1993,16,30.22,25,75,0,0,0,0
1994,16,33.34,50,75,0,0,0,0
1995,16,6.56,28.33,71.77,0,0,0,0
1996,16,36.37,18.59,32.22,0,0,50.75,50.75
1997,16,46.93,43.35,75,0,0,0,0
1998,16,20.85,25,75,0,0,0,0
1999,16,1.9,26.9,75,100,0,0,100
2000,16,25,33.95,54.17,0,0,0,0
2001,16,9,7.93,54.53,0,0,0,0
2002,16,21.36,18.31,50.55,0,0,1.23,1.23
2003,16,16.44,28.13,57.5,0,0,0,0
2004,16,9.74,9.74,49.86,0,0,3.09,3.09
2005,16,11.77,36.77,56.12,0,0,0,0
2006,16,28.41,30.89,30.89,0,0,54.34,54.34
2007,16,5.95,30.95,75,0,0,0,0
2008,16,0,25,75,100,0,0,100
2009,16,8.69,28.75,70.06,0,0,0,0
2010,16,0,5.55,55.55,100,0,0,100
2011,16,25,4.25,36.74,0,0,38.55,38.55
2012,16,30.27,31.42,51.32,0,0,0,0
2013,16,25,37.14,61.47,0,0,0,0
2014,16,0,25,75,100,0,0,100
2015,16,0,9.55,50.8,100,0,0.53,100.53
2016,16,14.02,31.18,75,0,0,0,0
2017,16,0,25,55.3,100,0,0,100
2018,16,4.92,25,75,100,0,0,100
2019,16,21.05,20.84,27.79,0,0,62.74,62.74
