Time,NDVI
Jul 1981,0.3021936
Jul 1982,0.1333226
Jul 1983,0.1148387
Jul 1984,0.3627742
Jul 1985,0.2169032
Jul 1986,0.4934193
Jul 1987,0.108129
Jul 1988,0.2387742
Jul 1989,0.2863548
Jul 1990,0.2318065
Jul 1991,0.3714839
Jul 1992,0.112871
Jul 1993,0.1971613
Jul 1994,0.3126452
Jul 1995,0.2858065
Jul 1996,0.3657419
Jul 1997,0.4394839
Jul 1998,0.2807742
Jul 1999,0.2899677
Jul 2000,0.2602258
Jul 2001,0.3224516
Jul 2002,0.2290968
Jul 2003,0.2973548
Jul 2004,0.2370323
Jul 2005,0.3297742
Jul 2006,0.3052258
