Time,NDVI
Jul 1981,0.5355645
Jul 1982,0.1243226
Jul 1983,0.2175645
Jul 1984,0.5410161
Jul 1985,0.411371
Jul 1986,0.6208549
Jul 1987,0.1099839
Jul 1988,0.1928226
Jul 1989,0.3200806
Jul 1990,0.4664032
Jul 1991,0.4551452
Jul 1992,0.1156936
Jul 1993,0.2226774
Jul 1994,0.4315807
Jul 1995,0.3106452
Jul 1996,0.5820968
Jul 1997,0.5679517
Jul 1998,0.4236452
Jul 1999,0.4414355
Jul 2000,0.2650645
Jul 2001,0.6029194
Jul 2002,0.5072904
Jul 2003,0.4718065
Jul 2004,0.4276129
Jul 2005,0.4764032
Jul 2006,0.4178388
