Time,HainET30Y Evapotranspiration
Jul 1983,32.08054
Jul 1984,19.20887
Jul 1985,27.23872
Jul 1986,29.80721
Jul 1987,47.37623
Jul 1988,26.93689
Jul 1989,32.44551
Jul 1990,34.02123
Jul 1991,29.63574
Jul 1992,33.94033
Jul 1993,30.54369
Jul 1994,25.90356
Jul 1995,32.23199
Jul 1996,19.92462
Jul 1997,34.39845
Jul 1998,29.69495
Jul 1999,35.22131
Jul 2000,36.48726
Jul 2001,30.76282
Jul 2002,27.09136
Jul 2003,19.54934
Jul 2004,36.34565
Jul 2005,28.31592
Jul 2006,24.27336
Jul 2007,22.8336
Jul 2008,37.95453
Jul 2009,19.95997
Jul 2010,26.77153
Jul 2011,22.71171
Jul 2012,23.73514
Jul 2013,24.55127
