"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,52.86,50,75,0,0,0,0
1984,16,6.66,31.66,75,92.76,0,0,92.76
1985,16,30.05,30.05,75,0,0,0,0
1986,16,37.28,50,75,0,0,0,0
1987,16,75,50,75,0,0,0,0
1988,16,53.92,28.92,75,0,0,0,0
1989,16,72.57,47.57,68.99,0,0,18.78,18.78
1990,16,5.69,10.05,54.36,96.99,0,64.51,161.5
1991,16,18.28,32.91,75,42.25,0,0,42.25
1992,16,28.22,48.72,75,0,0,0,0
1993,16,54.02,50,75,0,0,0,0
1994,16,38.73,50,75,0,0,0,0
1995,16,37.27,50,75,0,0,0,0
1996,16,75,50,75,0,0,0,0
1997,16,75,50,75,0,0,0,0
1998,16,71.04,50,75,0,0,0,0
1999,16,43.43,50,75,0,0,0,0
2000,16,25,50,75,13.04,0,0,13.04
2001,16,14.8,31.72,75,57.41,0,0,57.41
2002,16,22.5,30.15,71.92,23.91,0,9.62,33.53
2003,16,31.38,50,75,0,0,0,0
2004,16,28.24,30.79,55.79,0,0,60.04,60.04
2005,16,71.14,46.14,73.83,0,0,3.67,3.67
2006,16,27.44,50,75,2.44,0,0,2.44
2007,16,34.78,43.91,75,0,0,0,0
2008,16,33.81,50,75,0,0,0,0
2009,16,39.02,39.02,75,0,0,0,0
2010,16,46.98,36.31,75,0,0,0,0
2011,16,63.19,50,75,0,0,0,0
2012,16,37.74,50,75,0,0,0,0
2013,16,13.34,29.67,72.01,63.72,0,9.34,73.06
2014,16,50,50,75,0,0,0,0
2015,16,0,25,75,100,0,0,100
2016,16,58.43,50,75,0,0,0,0
2017,16,45.24,50,75,0,0,0,0
2018,16,53.97,45.32,75,0,0,0,0
2019,16,75,50,75,0,0,0,0
