"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,11.02,3.95,48.63,0,0,38.41,38.41
1984,16,38.02,34.79,59.79,0,0,0,0
1985,16,6.63,31.63,75,0,0,0,0
1986,16,25,50,75,0,0,0,0
1987,16,12.47,8.36,40.08,0,0,70.08,70.08
1988,16,24.41,38.22,75,0,0,0,0
1989,16,1.89,25,59,100,0,0,100
1990,16,13.49,19.32,55.83,0,0,11.75,11.75
1991,16,33.46,50,75,0,0,0,0
1992,16,0,3.99,53.99,100,0,18.57,118.57
1993,16,14.8,0,50,0,0,33.33,33.33
1994,16,39.42,50,75,0,0,0,0
1995,16,12.16,16.22,58.78,0,0,0.8,0.8
1996,16,39.46,25,75,0,0,0,0
1997,16,62.19,48.72,75,0,0,0,0
1998,16,0,25,75,100,0,0,100
1999,16,25,50,75,0,0,0,0
2000,16,10.66,25,75,0,0,0,0
2001,16,17.4,42.4,75,0,0,0,0
2002,16,25,40.62,65.62,0,0,0,0
2003,16,5.69,24.88,69.19,30.94,0,0,30.94
2004,16,13.18,17.63,52.98,0,0,22.31,22.31
2005,16,20.76,35.41,75,0,0,0,0
2006,16,0,17.74,67.74,100,0,0,100
2007,16,25,50,75,0,0,0,0
2008,16,34.77,36.11,75,0,0,0,0
2009,16,31.31,14.31,64.31,0,0,0,0
2010,16,4.64,25.76,71.12,100,0,0,100
2011,16,0,25,75,100,0,0,100
2012,16,11.58,36.58,75,0,0,0,0
2013,16,25,44.47,69.47,0,0,0,0
2014,16,0,25,71.1,100,0,0,100
2015,16,45.86,50,57.85,0,0,4.25,4.25
2016,16,20.75,36.86,75,0,0,0,0
2017,16,6.44,31.44,75,0,0,0,0
2018,16,35.6,25,65.71,0,0,0,0
2019,16,34.32,39.73,46.7,0,0,45.54,45.54
