Time,NDVI
Oct 1981,0.4255484
Oct 1982,0.4528549
Oct 1983,0.4360806
Oct 1984,0.2670968
Oct 1985,0.3294839
Oct 1986,0.4175162
Oct 1987,0.3113065
Oct 1988,0.4486129
Oct 1989,0.4105161
Oct 1990,0.3488387
Oct 1991,0.361129
Oct 1992,0.4971775
Oct 1993,0.3681936
Oct 1994,0.5296613
Oct 1995,0.3873388
Oct 1996,0.3891613
Oct 1997,0.3488548
Oct 1998,0.4860646
Oct 1999,0.4660807
Oct 2000,0.3959839
Oct 2001,0.4227258
Oct 2002,0.3749194
Oct 2003,0.4311774
Oct 2004,0.3828548
Oct 2005,0.3755807
Oct 2006,0.4420646
