"","MIXEDET"
"1983",-5.0299947952326
"1984",12.6452309584394
"1985",23.9754251964859
"1986",46.4176557863481
"1987",8.57876961777893
"1988",29.4472031621908
"1989",75.339561240361
"1990",43.8034931815664
"1991",18.3617056902815
"1992",25.1154359564659
"1993",47.1875735726331
"1994",65.9727050443913
"1995",41.3420950042459
"1996",29.9952724992582
"1997",25.7280694123055
"1998",62.0334229922824
"1999",70.2613051032684
"2000",35.9
"2001",7.1
"2002",1
"2003",46
"2004",24.3
"2005",51.1
"2006",51.8
"2007",84.2
"2008",68.1
"2009",37.8
"2010",63.5
"2011",52.3
"2012",45
"2013",55.1
"2014",54.2
