Time,NDVI
Oct 1981,0.6317903
Oct 1982,0.6449194
Oct 1983,0.5676129
Oct 1984,0.5091129
Oct 1985,0.5483226
Oct 1986,0.5701935
Oct 1987,0.5219517
Oct 1988,0.5567904
Oct 1989,0.5867903
Oct 1990,0.6347258
Oct 1991,0.5868226
Oct 1992,0.5579839
Oct 1993,0.5917903
Oct 1994,0.6506774
Oct 1995,0.5259193
Oct 1996,0.4475807
Oct 1997,0.4246452
Oct 1998,0.5199678
Oct 1999,0.5600001
Oct 2000,0.5445645
Oct 2001,0.5565968
Oct 2002,0.4846936
Oct 2003,0.526129
Oct 2004,0.5251613
Oct 2005,0.5341774
Oct 2006,0.4633549
