Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.864705882352941,0,0,0,0,0,0.864705882352941,0.864705882352941,0,14.7,0,0,0,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.454838709677419,0.454838709677419,0.454838709677419,0,0,14.1,0.809384164222873,0.809384164222873,0,0.809384164222873,0,0,0.354545454545454,0,0,0,0,0,0,0,0,0,0,0,11.7,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,31.4,5.88823529411766,8.99394957983194,100.1,0,27.3,21.1882352941177,0,0,0,3.10571428571428,0,0,0,0,0,0,0,15.3,0,0,0,0,0,0,22,0,0,20.7,0,40.7,0,0,0,0,36.1
8,6.87714285714286,0,10.58,42.7,3.70285714285714,14.6,53.7,0,0,54.2,0,0,0,0,14.6,0,0,0,14.6,24.8,14.6,0,40.5,18,0,0,0,0,0,0,0,59.5,18.5,0,0,0,0
9,0,0,28.5914285714286,0,18,23.4,47.4,15.3,0,0,15.3,7.89142857142856,18,70.1,0,42.1,0,0,0,0,0,42.1,18,44.7,33.4,0,20.6,15.3,0,14,0,0,0,0,0,0,14
10,10.2028571428571,0,19.9352941176471,20.1,17.7,13.2,15.7,30.4,18.1,11.7,15.3,9.93529411764706,20.1381512605042,35.4,95.7,0,0,61.4,11,44.7,0,81.1,0,11,28.6,0,28.3,19.9,7.7,6,7.7,33.2,0,30,0,26.6,14.4
11,22.9,0,8,21.1,40.4151515151515,10,35,0,18.2,12,22.6484848484848,21.8,42.7,24,39.5,27.8151515151515,28.8,94.6,0,0,18.9,15.1,20.0151515151515,27,61.8,22.6,13.6,32,7.5,19.5,6,30.3,9.8,31.7,20.7,6,26
