"","1","2","3"
"1983",38.5,33.2,75
"1984",44.7,31.1,72.9
"1985",16,33.2,75
"1986",65.6571428571428,50,75
"1987",58.9361111111111,43.8361111111111,75
"1988",49.5,37.3,75
"1989",61.3599206349206,50,75
"1990",34.8,46.8,75
"1991",58.5,50,75
"1992",32.8,44.8,69.8
"1993",58.3,41.4,75
"1994",69.2,50,75
"1995",23.7,37.3,75
"1996",70.8,45.8,75
"1997",74.9,50,75
"1998",52.1,50,75
"1999",35.7,50,75
"2000",43.9,50,75
"2001",45.1,50,75
"2002",43.2,38.6,75
"2003",56.3,50,75
"2004",37,50,75
"2005",41.4,50,75
"2006",35.7,50,75
"2007",62.8,50,75
"2008",61.3,38.7,75
"2009",25,50,75
"2010",75,50,75
"2011",50,50,75
"2012",34.8,50,75
"2013",33,50,75
"2014",35.4,44.5,75
"2015",42.9,47.4,75
"2016",48.8,50,75
"2017",47.7,50,75
"2018",71.3,50,75
"2019",73.7,50,75
