Time,NDVI
Jul 1981,0.2813871
Jul 1982,0.168129
Jul 1983,0.2390968
Jul 1984,0.1963549
Jul 1985,0.2313226
Jul 1986,0.3153871
Jul 1987,0.3041613
Jul 1988,0.1560645
Jul 1989,0.2623226
Jul 1990,0.2746774
Jul 1991,0.216871
Jul 1992,0.2111613
Jul 1993,0.2492258
Jul 1994,0.2700968
Jul 1995,0.2475484
Jul 1996,0.3551291
Jul 1997,0.3092581
Jul 1998,0.2474839
Jul 1999,0.2021613
Jul 2000,0.2578065
Jul 2001,0.4067742
Jul 2002,0.3363226
Jul 2003,0.2809355
Jul 2004,0.2615162
Jul 2005,0.3022258
Jul 2006,0.2704194
