Time,HainET30Y Evapotranspiration
Jul 1983,24.41978
Jul 1984,16.54707
Jul 1985,22.65966
Jul 1986,23.16055
Jul 1987,31.28962
Jul 1988,23.5894
Jul 1989,25.44678
Jul 1990,19.8513
Jul 1991,23.28479
Jul 1992,32.11265
Jul 1993,26.43811
Jul 1994,17.03664
Jul 1995,17.34468
Jul 1996,17.0209
Jul 1997,22.95728
Jul 1998,22.09647
Jul 1999,29.03075
Jul 2000,32.86393
Jul 2001,24.92907
Jul 2002,24.19378
Jul 2003,31.20837
Jul 2004,24.08733
Jul 2005,21.14124
Jul 2006,20.56454
Jul 2007,21.55247
Jul 2008,25.78222
Jul 2009,16.65409
Jul 2010,18.68828
Jul 2011,22.73857
Jul 2012,17.21772
Jul 2013,15.71709
