"","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2014"
"Jan",21.77966,32.62986,50.84426,31.16983,25.04994,32.34985,18.30002,44.14931,25.99984,14.71006,21.56516,31.7003,22.15015,22.49523
"Feb",13.88969,29.7801,25.07515,28.79959,28.79998,25.47018,19.70521,33.58014,21.65504,15.28991,11.19015,17.26544,12.08021,21.2653
"Mar",21.29483,23.35508,29.14491,31.40463,24.33545,31.5848,23.83462,26.00977,6.410282,20.03511,19.98009,20.70024,17.93027,16.81558
"Apr",13.0751,21.42528,24.65484,25.7399,22.87501,14.4402,20.13012,22.80484,10.37527,12.3302,15.88501,14.54541,17.97518,12.33535
"May",9.440087,13.46006,10.78017,11.53524,7.590143,20.57484,16.60039,12.49536,13.15518,8.775147,17.45996,17.46523,13.41497,15.30025
"Jun",5.510254,5.695204,6.035374,12.47529,14.4051,13.94526,11.98043,16.85023,14.84531,7.970129,13.51509,15.71011,13.31024,10.65042
"Jul",24.42011,25.34513,18.12564,36.48531,28.34521,32.84523,33.87498,40.73985,21.9402,30.34985,44.40467,26.3251,32.81035,29.21545
"Aug",47.39459,52.90397,38.94953,41.46918,42.48001,34.23566,50.19011,43.42937,32.99438,38.28965,48.07484,45.78485,42.36451,43.34887
"Sep",35.85968,37.11482,34.31507,33.96961,32.2349,31.03063,38.48497,36.0952,27.60451,30.91471,37.60945,37.23504,34.57962,40.12479
"Oct",32.70469,32.41994,20.39017,24.01021,22.85995,22.84044,31.28519,24.73025,26.05496,23.14017,25.66026,25.98017,22.77994,33.45562
"Nov",26.54515,22.78007,18.88006,23.04515,23.42508,20.57512,28.83527,18.96021,24.31534,18.88012,22.60044,37.65047,19.90509,30.73521
"Dec",31.01993,18.85009,32.77003,18.6849,32.28007,12.83012,46.67474,16.30513,15.9602,18.97018,19.48029,24.2556,15.91011,22.73516
