T2,MODIS HAIN ET
Jul 2000,22.4
Jul 2001,16.5
Jul 2002,12.9
Jul 2003,35.5
Jul 2004,23.1
Jul 2005,41.6
Jul 2006,24.2
Jul 2007,62.1
Jul 2008,48.1
Jul 2009,30.7
Jul 2010,46.7
Jul 2011,24.3
Jul 2012,41.1
Jul 2013,17.3
Jul 2014,22.2
