Time,NDVI
Oct 1981,0.6734033
Oct 1982,0.6913549
Oct 1983,0.5836291
Oct 1984,0.4536775
Oct 1985,0.5580646
Oct 1986,0.5267258
Oct 1987,0.5038872
Oct 1988,0.6654194
Oct 1989,0.6741452
Oct 1990,0.6419033
Oct 1991,0.5825
Oct 1992,0.6924194
Oct 1993,0.5791452
Oct 1994,0.6856936
Oct 1995,0.5742581
Oct 1996,0.4685968
Oct 1997,0.5424677
Oct 1998,0.6307743
Oct 1999,0.6235645
Oct 2000,0.5930324
Oct 2001,0.6154678
Oct 2002,0.5859516
Oct 2003,0.6526291
Oct 2004,0.6136613
Oct 2005,0.6336452
Oct 2006,0.6634678
