Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0.0498561388888889,0.0498561388888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.794821,0,0,0,0,0,0,0,0,0
2,0,0,0.328516216216216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.322264,0,0,0,0,0,0,0.322264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322264,0,0,0,11.27924,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0.133452432432432,0,0,0,0,0,0,0,4.93774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,4.822735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1.21009342857143,1.21009342857143,42.35327,0,0,1.21009342857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0.195348580952381,0.107089666666667,0.0882589142857143,0,3.855228,17.43601,0,0,0,0,0,3.089062,0,0.0882589142857143,0,0,0,0,0,0,0,3.942237,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0.273712324324324,0,0.867419756756757,0,0,0,0,0,0,0,0,0,1.617809,0,0,0,0,0,0,0,30.796927,0,0,0,0,18.768324,8.509547,0,0,30.73071,0,0,0,0,0
9,0,0,0.313337291291292,0,0,0,0,0,0,0,0.170923777777778,0,20.66882,21.01364,0,6.153256,0,0,5.2693,4.533557,0,0,0,0,8.909026,0,6.002435,0,0,5.404722,0,0,0,0,0,0,0
10,1.00901522222222,0,0.731772189189189,0,0,0,2.34949532507508,0.506446216216216,27.513716,0,0,0.473894594594595,0.595562027777778,0,24.150832,0,0,38.496165,0,0,0,27.452346,0,0,0,18.46924,32.85322,0,0,0,0,0,0,0,0,17.5341,0
11,0,5.196885,0,0,26.6072,0,7.65420255555556,0,27.436396,8.947231,0.443855027777778,0,4.927938,0,4.167491,0.0716650555555556,0,16.497707,0,0,0,0,15.9136717222222,29.757727,0,12.54667,0,5.715159,0,0,10.99819,0,0,0,0,0,1.345447
12,9.41318001671335,9.931729,10.0071975579832,0,1.21625330555556,0,3.33374204369747,27.058304,0,0,27.305894,0,15.12689,27.648374,17.84456,3.698825,7.410803,21.120835,0,0,1.991411,0,7.782534,0,16.547179,14.07319,0,16.61249,12.57656,0,0,42.306966,0,0,19.711449,0,0
13,3.190574,0,12.5368087888889,0.939895722222222,5.803996,0,0,0,28.645337,7.904778,0,30.210559,19.305457,14.801788,10.7652074,0,5.157582,11.63079,0,0,0,0,0,13.844857,0,19.181231,0,27.607999,0,11.16764,0,0,32.314156,29.962351,11.504434,14.641742,0
14,14.98388,3.148784,18.677407,2.96154141666667,77.602487,0,22.1482313055556,0,0,2.716514,20.1923075,0,0,74.577243,24.216362,24.117645,0,8.19378,0,0,0,0,5.622241,18.083298,6.650571,33.1964,0,0,26.121058,13.018128,18.91841,58.255101,0,16.61212,50.999942,0,6.763722
15,23.364742,0,14.708061,3.3273122,112.169137,0,71.2883277138889,0,24.379535,0,48.740793,5.956534,28.366936,67.01995,59.059396,19.7258322,9.54685,6.114202,0,2.266939,10.44458,0,3.5132537,8.062568,3.797165,12.73065,0,0,58.863363,0,14.11195,40.908301,17.0121,8.132872,41.232243,16.947444,31.441156
16,38.808561,0,0,4.493522,107.023115,53.83377,30.8234791666667,0,6.291817,0,105.73907675,14.325935,11.76207,79.31786,48.877293,31.945397,0,0,7.9729,0,0,0,5.777457,0,0,9.983209,12.106858,81.385611,7.577195,5.797365,0,0,0,4.686851,11.200812,31.446858,49.700095
17,4.26573916666667,0,12.69918,99.726411,42.196937,39.62547,27.84162,0,15.376965,7.342402,22.2365390277778,0,0,65.069056,40.719397,29.000595,4.444122,0,0,5.088429,28.529551,0,48.71742,0,13.817261,11.200797,33.8574,53.900953,31.968986,11.55733,9.558805,36.429848,42.05139,23.598477,7.610966,19.011728,100.395458
18,13.8280714,9.51162758333333,85.3053385833333,61.74616775,64.6780717888889,8.497099,36.85828,14.93734,0,22.37594,63.361496,132.05781,37.167847,102.52539,67.239825,35.80933,50.744028,48.709497,43.779061,9.19826,31.451562,21.235882,22.60292,180.8178189,23.075093,41.341893,37.1707,23.170387,49.438619,39.381649,47.259859,181.301516,0,64.216529,74.525525,45.804977,39.836827
19,68.7821606764706,33.514571,84.332463,121.889007676471,210.545293657143,73.258608,94.751965,9.502634,153.185055,42.796822,246.953633,121.464377,97.2987772780579,73.567726,122.18516,75.5653,134.49563,53.697828,40.35229,27.974185,31.942643,57.691699,84.638951,52.58453,78.652817,39.941757,112.769803,33.679979,116.311485,62.32282,29.027331,123.69803,28.544253,46.36929,154.58592,127.180366,66.106956
20,48.0693548055556,31.158215,125.936131,167.081453,57.081811,125.445953,110.387005,80.644748,101.7615,135.361201,126.189696,37.4348545833333,173.311493,115.324127,64.86721,77.824109,105.600011,45.127531,51.927698,38.829855,45.632514,35.263181,50.639116,67.48174,94.380019,54.989083,121.625989,91.537852,34.541883,77.70514,83.490177,116.427467,72.391143,113.365482,90.331491,62.992964,66.024772
21,116.244601472222,73.278495,152.640137,118.32622075,85.1194548333333,108.034111833333,40.949741,139.797628,125.217994,90.171261,113.318336,99.876311,208.060485,107.44147,136.557288,166.319208,86.007159,83.337972,63.666179,89.610037,38.134677,66.718578,79.674737,146.310462,151.562621,107.987043,144.484056,88.836973,64.257378,91.718866,155.236783,115.384103,78.937183,128.140389,40.691595,49.157958,43.627355
22,149.929269,102.860786,65.303157,262.020628138889,92.917798,197.080245,112.295566527778,48.8159064166667,79.772851,110.582009,150.111052,10.208851,108.310879,115.42505,98.503308,140.186099,94.16697,80.359589,82.297073,61.551995,96.097308,67.059109,70.653222,119.245445,118.15548,108.382142,65.687891,80.525603,55.284178,135.866092,27.549247,143.506636,131.517061,97.20245,176.877981,110.703413,57.692844
23,52.70667,109.846456563492,107.887368027778,104.9670395,62.263517025,118.762423,70.3460013,57.308605,176.632237,84.845618,59.5192177301588,201.167681777778,41.576022,167.393982,110.316971,122.154523,128.343594,108.796524,84.276029,53.483784,83.722365,64.424392,36.0529366,79.305226,129.97602,78.849801,70.063381,151.619191,42.013961,53.764062,75.310287,74.272319,97.281888,118.723027,138.462144,69.187292,55.064301
24,68.930282,148.600699,202.496509,170.05674,140.268588,74.367966,41.907186,26.454139,96.6610813611111,89.092206,93.013037,89.412548,93.649448,139.725297,66.608307,109.810695,172.640578,52.650199,46.982174,49.050394,57.994821,44.174377,54.268907,93.006099,61.231772,55.441436,123.249539,101.865294,53.401817,69.472316,112.890325,169.859753,107.620185,101.38843,130.314764,119.40915,149.958458
25,34.563888,100.708390707516,136.446704,160.88337965,71.701103,90.702052,10.7186892352941,137.84913,86.621419,21.133267,82.6301522352941,126.713633,150.073544,77.356113,14.629857,30.568074,64.984006,45.607242,29.678068,41.666267,53.7100554,13.465489,59.031243,70.49967,115.232436,81.395099,51.546993,73.967869,23.902265,47.588536,46.994932,116.578483,103.547985,74.250629,45.447682,121.601728,94.196511
26,33.3768135588235,51.163061,58.8325435588235,69.18419,97.33764,84.1255347302521,12.4379184444444,70.010117,17.893747,31.9795423222222,34.483281,41.204816,9.52317917142857,29.585237,11.541905,37.711203,20.46101335,19.899819,5.750344,10.467539,35.358812,30.392113,29.947186,43.427022,60.40446,18.126388,0,40.685378,22.001148,34.507183,27.933556,46.868015,49.162292,31.685146,31.216413,53.594178,43.757715
27,0,10.2027002222222,9.985726,17.2575,3.95288554285714,7.5431463,6.978898,58.616755,15.698992,5.89543654285714,19.946618,7.84568241666667,0,7.902393,23.348402,12.6751096194444,0,7.44088,2.285274,5.015223,25.958166,5.836851,15.63117,24.14695,0,2.151693,0,6.179887,4.438113,0,16.49768,36.246928,54.354208,6.322287,22.111212,0,20.77539
28,0,0,6.215586,98.6596281527778,14.754179,15.417935,1.43147322222222,0,34.249047,0,45.919601,0,0,0,15.644184,19.4065070555556,46.100309,20.273811,0,6.637275,0.5491665,8.758235,0,0,0,9.209016,0,9.243253,0,2.364886,21.7394,38.561336,14.446294,5.060801,0,0,131.233805
29,0,0,0,0,24.00284,51.1437379444444,9.247695,0,10.71208,40.32478,0.823055277777778,0,0.524054828571429,0,14.4026938285714,4.206656,20.198065,34.281097,1.5861,2.456695,0,10.97802,0,6.711847,7.897596,0,0,6.177313,0,0,1.411144,16.631056,3.097165,9.904767,0,25.209773,42.443798
30,0,0.597415921428571,0.665711222222222,17.8330266111111,13.15768,0,0.315828885714286,0.315828885714286,1.816764,11.39212,27.509268,7.218501,5.20071,0,28.1429584714286,0,0,11.21414,0,12.185925,0,0,0,20.179131,0,0,0,0,0,0,4.814536,9.790899,25.927182,0,3.378725,0,0
31,0.150426972222222,0.4956526,0,0,0,0,1.61803871111111,0.249042555555556,0,5.415371,0,0,0,0,8.965532,0,0,0,0,0,0,6.504685,0,0,0,30.16269,0,0,0,29.9558,0,0,0,7.629972,0,0,9.717869
32,0.115029882352941,0.777703794117647,5.404033,0,0,0.662673911764706,0.115029882352941,0,0,0,0,0,0,0,3.911016,0,0,0,0,0,0,0,0,0,0,0,0.662673911764706,0,0,0,17.12688,0,0,0,0,0,0
