Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,1.52352941176471,2.70067226890757,0,0,0,22.1235294117647,0,0,0,1.17714285714286,0,25.9,0,0,0,0,0,0,0,0,0,20.6,0,0,0,0,0,0,0,25.9,0,0,0,0,0
8,0.06,0,2.22571428571429,0,2.16571428571429,0,0,0,14.1,0,0,0,0,0,14.1,0,0,0,0,0,0,0,22.7,0,0,0,0,1.4,0,0,0,24.9,0,0,0,0,0.7
9,0,0,2.71142857142857,0,0,0,0,0,0,0,0,2.71142857142857,29.3,47.3,0,0,0,0,25.9,16.5,0,0,0,0,0,0,39.7,0,0,0,0,0,0,0,0,0,0
10,4.97714285714286,4.3,4.06470588235294,7.7,9,14.2,6.3,4.3,31.9,3,11.6,4.06470588235294,9.0418487394958,9.3,24.4,0,0,65.9,0,8.8,0,26.9,0,7.1,5,13.3,9.6,6.6,6.6,0,4.3,0,7.3,2.7,4,12,6.3
11,5.1,15,0,27.4,17.3454545454545,19.8,8.5,0,16.8,13.2,11.714898989899,0,25.6,10.5,7.2,11.7454545454545,22.8,32.2,0,0,7,9.8,18.1454545454545,26.1,7,23.4,5.5,21.4,0,21.5,7.1,9,7.4,6.4,10.7,0,8.1
