Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1.15882352941177,0.558823529411765,0,0,0,0.6,0,0.558823529411765,0,0,0.6,0,0,0,0,0,0,0,19,0,0,0,0,0,20.4,0,0,0,0,0,0,0,0,0,0
7,0,0,30.8617647058824,6.0246218487395,0,0,0,25.6617647058824,0,0,0,3.56285714285714,0,37.3,23.2,0,0,0,0,0,23.2,0,0,26.7,0,0,23.2,0,23.2,0,0,0,0,0,0,0,0
8,6.30285714285715,0,12.3114285714286,30.2,6.00857142857142,0,24.3,0,23.2,0,63.9,0,26.7,0,37.2,0,0,0,0,0,0,23.2,59.7,21.1,0,0,26.7,42.5,0,0,0,30.8,0,0,0,0,21.4
9,0,0,8.25714285714286,0,0,0,38.8,25.4,0,0,0,8.25714285714286,0,101.8,0,0,25.4,28.7,22,63,25.4,0,21.2,0,61.6,0,49.8,0,0,25.4,0,0,0,0,19.6,0,0
10,9.04857142857142,0,13.7058823529412,23.4,16,24.3,13,13.3,54.8,0,34.3,8.20588235294118,17.2544537815126,32.7,33.5,0,0,111.7,0,26.2,0,44.7,0,18.9,14.2,22,21.1,19.6,10.2,6.7,6.3,6.6,0,0,0,22.2,14.5
11,28.7,20.2,7.6,45.1,41.5454545454545,35.5,25.8,6.7,10.1,13.4,23.8232323232323,21.9,46.2,27.3,7.2,20.0454545454546,28.5,62,5.9,0,6.7,29.1,24.1454545454545,32.9,16.1,30.3,5.9,40,10.8,38.4,48,18.9,20.8,30.9,16.2,0,34.8
