Time,NDVI
Oct 1981,0.4978952
Oct 1982,0.5234678
Oct 1983,0.5014678
Oct 1984,0.4230887
Oct 1985,0.3978307
Oct 1986,0.4183549
Oct 1987,0.4482984
Oct 1988,0.4017984
Oct 1989,0.4234355
Oct 1990,0.4307339
Oct 1991,0.4004275
Oct 1992,0.4641532
Oct 1993,0.4426774
Oct 1994,0.5992742
Oct 1995,0.4724113
Oct 1996,0.3847016
Oct 1997,0.4119678
Oct 1998,0.4608871
Oct 1999,0.4824355
Oct 2000,0.3326129
Oct 2001,0.4473549
Oct 2002,0.4749113
Oct 2003,0.4429355
Oct 2004,0.4371613
Oct 2005,0.4415081
Oct 2006,0.4368307
