"","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2014"
"Jan",10.50493,26.57946,32.38449,22.00494,17.95507,18.65487,13.38494,18.37992,13.29495,14.42526,17.1949,27.97919,13.98986,20.21936
"Feb",6.429955,15.70467,14.66486,11.25014,11.94996,11.45494,11.68003,18.35473,10.23006,11.61524,16.77558,14.25504,7.734897,15.16492
"Mar",8.729921,22.6252,17.42991,14.82995,14.41962,16.65512,12.70505,12.73498,4.389977,13.46988,19.57019,23.73485,13.52987,15.62511
"Apr",14.78495,17.07027,13.60484,15.19464,27.46973,15.65002,12.26497,12.75022,9.559922,10.20501,20.93018,16.55512,18.29023,12.73017
"May",13.83092,8.99499,7.269852,7.85473,6.474969,22.95608,10.02498,8.480231,9.544985,5.54501,25.04588,19.04518,9.394973,14.57505
"Jun",10.0702,6.389947,5.839743,21.75448,20.27923,20.72031,11.44994,29.02529,22.90011,11.02989,24.825,30.59088,21.29987,16.2501
"Jul",52.68973,35.98411,36.209,57.7696,50.47868,61.02974,53.76437,59.58957,46.66977,53.24007,67.83494,61.64504,57.24014,62.45468
"Aug",63.68053,69.70552,59.69111,69.05044,69.49575,62.16586,66.23051,67.23535,63.50524,69.64058,76.495,74.21027,67.62043,69.21
"Sep",62.22157,57.01626,60.9403,66.85503,65.16489,63.32984,61.96618,68.01479,69.38067,67.34512,64.45127,65.97994,63.84001,72.13509
"Oct",48.72522,35.3301,35.55413,43.96352,47.92853,46.8091,46.89016,43.38485,45.78457,44.67495,45.23489,41.80901,40.27427,57.11897
"Nov",38.52917,22.2248,21.20929,26.30383,25.63912,26.74902,29.13427,22.66963,34.13984,21.55981,29.93503,34.69426,24.28452,35.74394
"Dec",29.0342,17.075,26.24473,22.08469,22.12946,15.37957,24.17946,15.26981,19.89502,25.04993,30.00974,22.20496,15.33992,25.20442
