"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,30.23,28.04,74.67,0,0,0,0
1984,16,7.34,10.99,53.65,82,0,49.52,131.52
1985,16,16.34,41.34,75,12.78,0,0,12.78
1986,16,29.8,50,75,0,0,0,0
1987,16,53.84,48.53,75,0,0,0,0
1988,16,21.46,25,75,0,0,0,0
1989,16,57.68,32.68,75,0,0,0,0
1990,16,17.91,21.94,54.03,0.7,0,48.3,49
1991,16,40.85,50,75,0,0,0,0
1992,16,0,4.74,54.74,100,0,46,146
1993,16,35.21,34.47,75,0,0,0,0
1994,16,50,50,75,0,0,0,0
1995,16,15.07,40.07,75,22.53,0,0,22.53
1996,16,70.04,50,75,0,0,0,0
1997,16,59.21,48.1,75,0,0,0,0
1998,16,50,50,75,0,0,0,0
1999,16,28.87,50,75,0,0,0,0
2000,16,28.53,50,75,0,0,0,0
2001,16,7.45,19.71,62.25,81.14,0,21.76,102.9
2002,16,1.06,14.01,64.01,100,0,16.08,116.08
2003,16,9.8,28.42,75,63.07,0,0,63.07
2004,16,25,36.32,61.32,0,0,24.76,24.76
2005,16,30.73,50,75,0,0,0,0
2006,16,30.04,33.77,47.95,0,0,67.92,67.92
2007,16,33.81,41.43,75,0,0,0,0
2008,16,35.03,44.9,75,0,0,0,0
2009,16,47.69,48.83,73.83,0,0,0,0
2010,16,41.85,19.82,65.79,0,0,10.36,10.36
2011,16,50,50,75,0,0,0,0
2012,16,27.7,50,75,0,0,0,0
2013,16,19.45,39.52,70.07,0,0,0,0
2014,16,25,50,75,0,0,0,0
2015,16,9,25,75,69.23,0,0,69.23
2016,16,48.07,50,75,0,0,0,0
2017,16,38.07,50,68.63,0,0,1.2,1.2
2018,16,54.34,50,75,0,0,0,0
2019,16,75,50,75,0,0,0,0
