Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0.0151515151515152,0.0151515151515152,0,0.0151515151515152,0,0,0.0151515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,31.0705882352941,5.21915966386554,0,0,0,2.57058823529412,0,0,0,2.64857142857142,0,44.4,26.8,0,0,0,0,0,0,0,0,37.4,0,0,0,0,0,0,21.5,21.5,0,0,0,0,0
8,6.38285714285714,19.3,11.5342857142857,34.5,5.15142857142858,0,17.6,0,0,16.7,36.9,0,16.7,0,31,0,0,0,19.3,0,0,16.7,57.6,22.9,0,0,18,29.4,0,0,0,33.6,18,0,0,0,15.5
9,0,0,9.08857142857143,0,0,0,27.8,41,14.6,0,14.6,9.08857142857143,0,72.2,0,0,22,22,19.1,57.7,24.9,0,14.6,19.1,54,0,39.9,0,0,37.4,0,0,14.6,20.6,0,0,17.7
10,11.4742857142857,0,9.91764705882352,22.9,23.3,34,9.7,14.6,64.2,7.8,43.5,9.91764705882352,21.3919327731092,35.8,46.6,0,0,125.3,7.2,28,0,50.8,0,32.6,14.1,27.9,20.1,15.5,15,7.3,7.2,11.9,6.3,17.4,0,27.6,22.2
11,38.8,31.9,11.7,63.7,45.4121212121212,54.6,36.4,0,8.5,16.9,29.1510101010101,0,51.3,38.1,11.1,25.9121212121212,41,71.7,0,0,10.5,38.1,33.0121212121212,37.8,17.7,45.9,8.5,55.6,6.9,51.3,53.8,19,21.4,35.9,26.2,0,40.8
12,36.4,7.1,55,29.3,13.2771428571429,7.1,13.2771428571429,79.4,5.5,14.7,63.5,27.2,23.6,36.3,25.9,18.3,12.4,36,11.5,0,14.7,29.1,56.3,17.2,22.3,36.4,5.1,29.9,32.2,24.3,16.6,71,0,10.9,39.3,19.5,15.1
13,35.2,11.8,11.0515151515152,17.1,16.9,8.4,0,0,48.2515151515152,38,18.7429437229437,32.9,24.4,28.1,21.8,11.0515151515152,5.6,24.7,21.1,5.7,0,6.4,15.6,27.9,0,32.2,0,50,0,20.2,11.7,6.7,42.6,45.4,35.9,12.3914285714286,5.7
14,31.2,17.9,13.7,16.0777777777778,48.2,8.2,15.8,0,0,10.5,29.4,17.2,21.7,37.6,12.1,14.9,0,0,0,0,7,0,17.1,15.6,13.7,26.3,12.7,4.4,31.8,9.8,16.2,38.3,5.7,7.9,72.2,0,21.7
15,25.6,11.6,0,19.3714285714286,82,5,7.67142857142857,7,14.9,6,10.5,0,17.2,55.9,52.9,5.7,4.7,0,0,0,6.3,5.7,34.5,24,5.3,7,0,0,51,9.2,4.7,30.6,11.6,6.9,0,13.2,28.5
16,22.7,0,0,9.39428571428572,5,10.1,9.17484126984127,0,0,0,23.6,17.1,4.7,30.7,36.1,19.3,0,15.4,9.9,12.4,6.8,5,0,4.7,17.7,21.8,6.1,12.9,0,0,0,0,0,0,4.1,14.9,19.9
17,0,7.2,7.3,16.8,21.1,7.4,20.8,8.9,18.4,0,11.1,6.6,0,27.4,18.2,5.1,9.1,0,12.1,19,17,7.2,6.6,16.1,24.2,16.7,0,13.6,63.5,7,9.6,5.1,14.7,13.1,7,23.4,20.7
18,0,9.7,9.2,46.2,12.7972222222222,12.1,8.3,15.9,8.4,9.4,18,27.8,0,8.6,37.7,8.6,31.2,47.6,24.5,8.3,30.2,28.9,17,26.7,31.4,14.3,33.5,24.9,30.3,63.2,34.6,18.5,0,39.3,25.9,39.9,16.9
19,29.7638888888889,26.6,39.6,45.8,31.3,39.1,29.2,23,45.9,12.6,43.3,67.9,38.1,52.9,74.6,52.3,47.6,38.3,29.4,19.3,62.8,18,56,44.5,88.6,48.9,54.7,43.9,48.1,61.3,56.3,53.9,52.6,35.8,56.4,60.1,45.1
20,11.7,35.2,75.4,34.3,13.4,95.5,39.9,52.3,34.9,54.5,38.6,48.6,66.5,67.2,26.8,69.9,86.8,60.2,48.6,28.2,41.1,62.2,44.7,28.3,98.2,57.3,45.6,90.3,35.9,41,58.3,42.4,47.2,52.1,43.1,46.2,37.7
21,41.9,24.4,36.3,81.9305555555555,39.5166666666667,92.8,44.8,42.5,37.9,51.4,42.3,66.9,102.3,19.2,37.2,117.3,51.2,64.9,89.5,52.9,48.4,44.8,66.8,50.6,68.6,55.5,65.4,58.2,73.4,98.6,69.6,53.3,36.8,118.1,43.9,48.7,50.6
22,29.7,25.3,41,62.1037301587302,57.5342857142857,67.8,51.7,23.2,44,65.8,27.7,14.6,52.7,41.7,47.9,46.5,40.9,126.5,112.7,67.4,69.9,88.7,52.8,61.7,86,53.5,29.3,65.2,80.5,86.3,70.2,105.4,77.8,81.1,55.8,92.5,94.4
23,42.2,37.9,25.6,37.9,44.7,52.5,38.3,25.8,29.9,88.7,35.2,83.9,53.3,43.2,46.9,107.3,61.7,85.9,97.3,49.9,104.6,57.5,48.2,61,45.8,35.4,37.6,89.8,39.4,38.4,49.4,35,40.7,36.8,92.1,53.5,33
24,41.7,17,38.9,39.4,23.5,30,20.1,14.5,22.2,52.2,52,48.7,50.9,65.2,20.3,124.6,96,55.1,59.4,34.5,74.6,15.6,81.6,84.8,53.1,26.7,96.3,100.1,55.4,58.5,41.6,83.4,70.275,31.2,111.2,56.2,49.5
25,4.9,15.9987394957983,17.9,16.5558823529412,9.5,9.8,12.6428571428571,13.9,6,6.9,12.1,11.7,11,25.8,6.9,18.8,22.6,13.5,13.9,28.8,12.5,7.9,16.6,29.2,22.2,30.8,8.7,22.4,16.3,12.1,12.7,29.1,18.8558823529412,19,16.6,21.8,16
26,6,16.5,8.29714285714285,7.5,2.5,16.1971428571429,9.3,8,2.3,8.4,5.6,8.9,8,6.5,3,9.9,10.6,6.4,10,10.4,8.4,6.9,8.8,3.3,7.9,8.9,2.9,9.2,5.4,5.9,9.4,16.7,7.1,8.3,5.8,14.4,8.5
27,2.9,4.5,3.4,4.6,1.7,8.5,5.60604575163399,6.2,8.3,3.5,7.5,8.1,3.55882352941176,0,6.1,13.7,9.6,13.6,2.5,5,14.3,4.2,7.2,5.45882352941176,1.7,6.9,0,3.8,4.8,0,3.8,0,6.4,7.3,8.3,2.1,12.3
28,5.70285714285714,0,1.7,2.6,5.1,6.8,0,2.3,12.9,6.8,2.40285714285714,0,0,4,2.6,11.4,24,5.4,6.1,0,3.1,8.5,3.6,0,0,4.9,5.1,0,0,0,15.6,15.9,3.3,0,7.2,0,14.5
29,2.24,0,0,0,0,13,5.6,0,0,0,4.72857142857143,0,2.48857142857143,2.5,23.9,0,15.8,13.8,2,5.9,0,7.1,0,3.4,0,3.6,8.9,0,0,0,10.8,6.1,3.8,9.5,8.3,9,12.5
30,1.82571428571429,0,2,4.4,7,0,0,0,2.5,6.6,15.2,8.1,2,1.82571428571429,32.5,2.5,0,12.4,0,6.6,3.3,0,0,19,0,12.8,0,0,0,7.5,3.2,0,12.8,0,0,2,0
31,0,0,5.15999999999999,5.15999999999999,0,0,6.52222222222222,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.3,0,0,33.6,83.1,0,0,70.3,60.1,0,0,0
32,3.00303030303031,8.55008912655972,30.3,0,0,8.55008912655972,0,0,0,0,5.54705882352941,0,3.00303030303031,30.3,38.5,0,0,0,0,0,0,0,50.9,0,0,0,0,0,0,0,46.8,30.3,30.3,0,0,30.3,0
33,0,8.76521008403362,0,5.18235294117647,0,8.76521008403362,30.3,0,0,0,0,0,0,34.4,0,0,0,34.4,0,0,0,0,0,0,0,0,0,0,0,28.3,52.9,0,0,0,0,32.4,88.9
34,0,0,0,0,0,1.13579831932773,0.352941176470588,0,0,0,0.782857142857143,0,0,0,0,0,0,12,0,12,0,0,0,15.4,0,0,0,0,0,0,0,0,0.352941176470588,0,0,0,0
35,0,0,0.838235294117647,0,0,0.838235294117647,0,0,0,0,0,0,0,0,0,0,0,16.5,0,12,0,0,0,0.838235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0.883650793650793,0,0,0,0.0114285714285714,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0,0,0,0
