Time,NDVI
Oct 1981,0.367992
Oct 1982,0.408742
Oct 1983,0.3750081
Oct 1984,0.2982903
Oct 1985,0.3405645
Oct 1986,0.3576694
Oct 1987,0.3584113
Oct 1988,0.308129
Oct 1989,0.3336129
Oct 1990,0.2889274
Oct 1991,0.2974194
Oct 1992,0.3200565
Oct 1993,0.2987823
Oct 1994,0.4755726
Oct 1995,0.3886694
Oct 1996,0.3307903
Oct 1997,0.3033549
Oct 1998,0.3540807
Oct 1999,0.367879
Oct 2000,0.3143387
Oct 2001,0.3614355
Oct 2002,0.3162984
Oct 2003,0.3614113
Oct 2004,0.2902339
Oct 2005,0.3038791
Oct 2006,0.3549516
