Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0.0831860540540541,0,0,0,0,0,0.0763542222222222,0.0763542222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.748752,0,0,0,0,0,0,0,0,3.077884
2,0,0,0.625408243243243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.070335,0,21.06977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0.0273485405405405,0,0,0,0,0,0,0,1.011896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0.0866531764705882,0.198512065359477,0,0,3.243716,0,0.198512065359477,0.0866531764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.973128,0,0
6,0.1402739,1.402739,0.212460957142857,0.212460957142857,0.1402739,0,0.1402739,0.321871362548262,0.1402739,0,0.1402739,2.6668209,0.1402739,0,0.1402739,0.1402739,0.1402739,0,0.1402739,0.1402739,8.3643319,0,0.1402739,0.1402739,0.1402739,0,4.1884589,0.1402739,0.1402739,0,0.1402739,0.1402739,0.1402739,0,0.1402739,0.1402739,0.1402739
7,9.972131,0,0.0613802,0,0.0613802,0,0,0.47619972972973,0,0,0,0,0,2.148307,4.664204,0.0613802,0,0,0,0,9.495022,0,0,5.008712,0,0,7.647259,0,0,0,0,4.342156,0,0,0,0,0
8,0,20.14049,0.49062172972973,1.709002,0.229781108108108,0,0,0,0,3.367229,1.81445,0,0,0,10.369974,0.0910061891891892,0,0,1.76166,0,0,6.700554,29.351786,0,0,0,0,9.71927,18.856349,0,0,6.151746,3.203857,0,0,0,3.076688
9,0.0589039166666667,0,0.479823916666667,0,0,0.467359405405405,1.99368,0,0,0,12.02236,0,0,38.496671,0,0,8.247157,0,0,18.75167,8.20848,0,0,0,17.437141,0,5.076128,0,0,7.468442,0,0,5.744395,2.120541,0,0,0
10,0.199477277777778,0,0.341679324324324,0.474857297297297,0,1.815907,1.64587724099099,0.354101891891892,25.174116,0,5.945221,0.53672654054054,0.850564916666667,4.969502,25.821823,0,0,23.591045,0,5.740436,0,4.847404,0,0,10.32727,27.5098,4.591251,0,1.474264,0,0,0,0,0,0,16.4623,1.252952
11,0,0,0,0,29.27926,4.325471,12.5981736111111,0,0,0,0.202000722222222,0,7.623053,5.868152,0,0.14375625,4.468637,10.222366,0,0,0,0,17.7652147916667,5.175225,0,8.493216,0,12.615111,0,2.058131,28.318112,0,0,36.2956,0,0,0.7050525
12,6.98983911869748,0,7.28010408655463,0,1.78922851666667,0,1.97895088655462,23.357338,0,0,11.12685,2.367381,5.901266,32.451544,4.091913,0,0,13.69568,0,0,0,3.447551,45.3230743,0,5.350716,10.77407,0,14.343665,14.58689,4.445667,4.713935,20.6132096,0,0,9.946993,2.639764,0
13,4.578896,0,11.2184273219841,16.4330824444444,3.616475,0,0,0,19.6588909,23.032653,0,11.711537,18.006355,6.788959,3.68984749142857,10.694589,0,7.126071,7.412932,0,0,0,3.942181,6.9535468,0,23.002496,0,26.26369,0,16.768487,0,3.296051,11.746687,10.3365972,7.062756,0,0
14,39.39672,0,6.10738537142857,4.01690751031746,106.350966,0,5.29057569444444,0,0,2.957883,27.0861,5.030809,1.481005,46.487316,3.588909,2.541101,0,0,0,0,0,0,3.858826,11.6816,3.874568,4.814761,0,0,23.59121,12.66614,7.496852,30.57881,0,0,46.657909,0,9.366582
15,1.29054,0,0,2.88383528571429,89.468043,0,2.07219555555555,0,7.028043,0,0,0,8.615272,22.636985,48.095224,0.879971285714286,0,0,0,0,5.517538,0,13.897775,5.701769,0,0,0,0,36.573835,0,0,29.071363,4.430824,0,0,6.94526,23.932437
16,61.091014,0,0,0,5.894207,3.746211,1.84923955555556,0,0,0,69.960059,0,0,17.308581,19.383734,12.251946,0,3.176615,0,4.368782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.424212,7.156619
17,1.47807388888888,0,0,0,6.189204,0,0,0,17.666139,0,0.747726555555556,0,0,0,2.282084,0,0,0,0,0,0,0,7.20558,3.330869,4.113125,9.116483,0,0,50.41477,3.7878,0,0,12.44447,7.670838,0,3.562156,25.56066
