Time,precipitation
1-10 Jan 1981,1.285582
11-20 Jan 1981,1.228063
21-31 Jan 1981,1.216189
1-10 Feb 1981,0.8412457
11-20 Feb 1981,1.174665
21-28 Feb 1981,1.496077
1-10 Mar 1981,8.131981
11-20 Mar 1981,26.81271
21-31 Mar 1981,42.08575
1-10 Apr 1981,15.20943
11-20 Apr 1981,20.61964
21-30 Apr 1981,17.18276
1-10 May 1981,4.718193
11-20 May 1981,22.27504
21-31 May 1981,7.52318
1-10 Jun 1981,2.83917
11-20 Jun 1981,4.423851
21-30 Jun 1981,14.20645
1-10 Jul 1981,78.30759
11-20 Jul 1981,74.53432
21-31 Jul 1981,48.06803
1-10 Aug 1981,42.79289
11-20 Aug 1981,55.75905
21-31 Aug 1981,53.8075
1-10 Sep 1981,5.277491
11-20 Sep 1981,5.628878
21-30 Sep 1981,2.999677
1-10 Oct 1981,6.052846
11-20 Oct 1981,1.50253
21-31 Oct 1981,1.996417
1-10 Nov 1981,3.248742
11-20 Nov 1981,3.360103
21-30 Nov 1981,5.395275
1-10 Dec 1981,1.929491
11-20 Dec 1981,2.352405
21-31 Dec 1981,2.806598
1-10 Jan 1982,3.28043
11-20 Jan 1982,4.605516
21-31 Jan 1982,1.175163
1-10 Feb 1982,1.714912
11-20 Feb 1982,1.743249
21-28 Feb 1982,2.159783
1-10 Mar 1982,16.72189
11-20 Mar 1982,4.743574
21-31 Mar 1982,5.69634
1-10 Apr 1982,39.20583
11-20 Apr 1982,15.69001
21-30 Apr 1982,20.28187
1-10 May 1982,16.92115
11-20 May 1982,9.503623
21-31 May 1982,6.766461
1-10 Jun 1982,10.62456
11-20 Jun 1982,10.60403
21-30 Jun 1982,13.37683
1-10 Jul 1982,31.55949
11-20 Jul 1982,27.98577
1-10 Aug 1982,36.09011
11-20 Aug 1982,30.56223
21-31 Aug 1982,28.79254
1-10 Sep 1982,7.306767
11-20 Sep 1982,3.94241
21-30 Sep 1982,7.077381
1-10 Oct 1982,7.039804
11-20 Oct 1982,6.773913
21-31 Oct 1982,3.1922
1-10 Nov 1982,4.368964
11-20 Nov 1982,5.496035
21-30 Nov 1982,10.71222
1-10 Dec 1982,3.131867
11-20 Dec 1982,2.050143
21-31 Dec 1982,2.681956
1-10 Jan 1983,1.600398
11-20 Jan 1983,1.998188
21-31 Jan 1983,2.597749
1-10 Feb 1983,1.588037
11-20 Feb 1983,1.936037
21-28 Feb 1983,2.159783
1-10 Mar 1983,5.231413
11-20 Mar 1983,13.15923
21-31 Mar 1983,6.480827
1-10 Apr 1983,17.29573
11-20 Apr 1983,28.90748
21-30 Apr 1983,28.03955
1-10 May 1983,13.47767
11-20 May 1983,13.21347
21-31 May 1983,9.790649
1-10 Jun 1983,15.26779
11-20 Jun 1983,9.963716
21-30 Jun 1983,13.37683
1-10 Jul 1983,31.55949
11-20 Jul 1983,28.43438
21-31 Jul 1983,62.34267
1-10 Aug 1983,22.22486
11-20 Aug 1983,45.20374
21-31 Aug 1983,50.71918
1-10 Sep 1983,4.883409
11-20 Sep 1983,3.87943
21-30 Sep 1983,3.548882
1-10 Oct 1983,3.250266
11-20 Oct 1983,2.649092
21-31 Oct 1983,3.1922
1-10 Nov 1983,4.368964
11-20 Nov 1983,12.2929
21-30 Nov 1983,4.660932
1-10 Dec 1983,3.158518
11-20 Dec 1983,2.295713
21-31 Dec 1983,2.681956
1-10 Jan 1984,1.991941
11-20 Jan 1984,1.989059
21-31 Jan 1984,2.612697
1-10 Feb 1984,1.096042
11-20 Feb 1984,1.361025
21-29 Feb 1984,4.851172
1-10 Mar 1984,12.35973
11-20 Mar 1984,5.149039
21-31 Mar 1984,6.480827
1-10 Apr 1984,11.78031
11-20 Apr 1984,8.434731
21-30 Apr 1984,8.523657
1-10 May 1984,18.75724
11-20 May 1984,36.3779
21-31 May 1984,15.47159
1-10 Jun 1984,11.94211
11-20 Jun 1984,6.651555
21-30 Jun 1984,20.69633
1-10 Jul 1984,46.98872
11-20 Jul 1984,42.57258
21-31 Jul 1984,33.95328
1-10 Aug 1984,44.06136
11-20 Aug 1984,27.35882
21-31 Aug 1984,20.19931
1-10 Sep 1984,7.401678
11-20 Sep 1984,8.231849
21-30 Sep 1984,4.998559
1-10 Oct 1984,2.880904
11-20 Oct 1984,2.632889
21-31 Oct 1984,3.1922
1-10 Nov 1984,4.328742
11-20 Nov 1984,5.496035
21-30 Nov 1984,3.339972
1-10 Dec 1984,3.167161
11-20 Dec 1984,2.273042
21-31 Dec 1984,2.681956
1-10 Jan 1985,2.00095
11-20 Jan 1985,2.006988
21-31 Jan 1985,2.612697
1-10 Feb 1985,1.588037
11-20 Feb 1985,1.904603
21-28 Feb 1985,2.088119
1-10 Mar 1985,12.65302
11-20 Mar 1985,5.149039
21-31 Mar 1985,6.436715
1-10 Apr 1985,37.14589
11-20 Apr 1985,15.60167
21-30 Apr 1985,27.57571
1-10 May 1985,13.38534
11-20 May 1985,15.25229
21-31 May 1985,9.790649
1-10 Jun 1985,10.62456
11-20 Jun 1985,9.963716
21-30 Jun 1985,13.37683
1-10 Jul 1985,53.03302
11-20 Jul 1985,78.18349
21-31 Jul 1985,44.6143
1-10 Aug 1985,30.03784
11-20 Aug 1985,31.0496
21-31 Aug 1985,42.10704
1-10 Sep 1985,9.947601
11-20 Sep 1985,6.76406
21-30 Sep 1985,3.8651
1-10 Oct 1985,3.250266
11-20 Oct 1985,2.649092
21-31 Oct 1985,3.1922
1-10 Nov 1985,4.368964
11-20 Nov 1985,5.445436
21-30 Nov 1985,4.052987
1-10 Dec 1985,3.131867
11-20 Dec 1985,2.273042
21-31 Dec 1985,2.681956
1-10 Jan 1986,2.00095
11-20 Jan 1986,1.998188
21-31 Jan 1986,2.597749
1-10 Feb 1986,1.588037
11-20 Feb 1986,1.936037
21-28 Feb 1986,4.859616
1-10 Mar 1986,5.231413
11-20 Mar 1986,4.292787
21-31 Mar 1986,6.480827
1-10 Apr 1986,16.04626
11-20 Apr 1986,23.61254
21-30 Apr 1986,20.27729
1-10 May 1986,20.39197
11-20 May 1986,12.91101
21-31 May 1986,9.790649
1-10 Jun 1986,10.62456
11-20 Jun 1986,29.49958
21-30 Jun 1986,22.81152
1-10 Jul 1986,45.79442
11-20 Jul 1986,34.09641
21-31 Jul 1986,79.66038
1-10 Aug 1986,39.03208
11-20 Aug 1986,19.24558
21-31 Aug 1986,29.39384
1-10 Sep 1986,7.2889
11-20 Sep 1986,7.981505
21-30 Sep 1986,3.548882
1-10 Oct 1986,3.250266
11-20 Oct 1986,2.163571
21-31 Oct 1986,3.1922
1-10 Nov 1986,4.071215
11-20 Nov 1986,4.522404
21-30 Nov 1986,4.660932
1-10 Dec 1986,3.131867
11-20 Dec 1986,1.986367
21-31 Dec 1986,2.681956
1-10 Jan 1987,1.992084
11-20 Jan 1987,2.006988
21-31 Jan 1987,2.588176
1-10 Feb 1987,1.588037
11-20 Feb 1987,1.728745
21-28 Feb 1987,2.112801
1-10 Mar 1987,5.205185
11-20 Mar 1987,5.122841
21-31 Mar 1987,6.480827
1-10 Apr 1987,18.82106
11-20 Apr 1987,12.8094
21-30 Apr 1987,8.31367
1-10 May 1987,13.37387
11-20 May 1987,23.25015
21-31 May 1987,33.31176
1-10 Jun 1987,19.4225
11-20 Jun 1987,17.6722
21-30 Jun 1987,7.61156
1-10 Jul 1987,39.42339
11-20 Jul 1987,27.98577
21-31 Jul 1987,31.37
1-10 Aug 1987,37.37938
11-20 Aug 1987,59.5384
21-31 Aug 1987,22.73659
1-10 Sep 1987,13.14207
11-20 Sep 1987,2.227001
21-30 Sep 1987,2.104691
1-10 Oct 1987,10.92248
11-20 Oct 1987,2.632889
21-31 Oct 1987,11.53495
1-10 Nov 1987,3.713897
11-20 Nov 1987,5.496035
21-30 Nov 1987,4.660932
1-10 Dec 1987,3.131867
11-20 Dec 1987,2.273042
21-31 Dec 1987,2.714374
1-10 Jan 1988,2.10348
11-20 Jan 1988,1.621319
21-31 Jan 1988,2.612697
1-10 Feb 1988,1.588037
11-20 Feb 1988,4.487009
21-29 Feb 1988,2.237051
1-10 Mar 1988,5.231413
11-20 Mar 1988,5.121917
21-31 Mar 1988,6.480827
1-10 Apr 1988,11.85627
11-20 Apr 1988,37.16064
21-30 Apr 1988,20.27729
1-10 May 1988,9.784525
11-20 May 1988,9.503623
21-31 May 1988,9.790649
1-10 Jun 1988,10.62456
11-20 Jun 1988,9.963716
21-30 Jun 1988,13.37683
1-10 Jul 1988,38.85945
11-20 Jul 1988,87.96991
21-31 Jul 1988,112.2847
1-10 Aug 1988,46.93936
11-20 Aug 1988,51.86021
21-31 Aug 1988,56.02283
1-10 Sep 1988,7.606976
11-20 Sep 1988,16.90414
21-30 Sep 1988,6.134715
1-10 Oct 1988,3.272466
11-20 Oct 1988,4.341175
21-31 Oct 1988,3.1922
1-10 Nov 1988,3.713906
11-20 Nov 1988,5.470214
21-30 Nov 1988,4.660932
1-10 Dec 1988,3.131867
11-20 Dec 1988,2.273042
21-31 Dec 1988,2.350626
1-10 Jan 1989,2.00095
11-20 Jan 1989,3.133378
21-31 Jan 1989,2.612697
1-10 Feb 1989,2.365931
11-20 Feb 1989,1.30449
21-28 Feb 1989,2.139587
1-10 Mar 1989,5.231413
11-20 Mar 1989,5.149039
21-31 Mar 1989,24.8467
1-10 Apr 1989,11.85627
11-20 Apr 1989,28.53814
21-30 Apr 1989,12.51503
1-10 May 1989,9.784525
11-20 May 1989,12.08508
21-31 May 1989,9.790649
1-10 Jun 1989,10.62456
11-20 Jun 1989,9.963716
21-30 Jun 1989,9.722092
1-10 Jul 1989,39.05156
11-20 Jul 1989,60.28907
21-31 Jul 1989,56.03922
1-10 Aug 1989,58.58157
11-20 Aug 1989,31.55452
21-31 Aug 1989,29.39384
1-10 Sep 1989,5.832936
11-20 Sep 1989,8.004381
21-30 Sep 1989,6.430206
1-10 Oct 1989,3.26931
11-20 Oct 1989,5.432846
21-31 Oct 1989,3.1922
1-10 Nov 1989,3.71393
11-20 Nov 1989,5.496035
21-30 Nov 1989,4.660932
1-10 Dec 1989,6.596014
11-20 Dec 1989,5.605287
21-31 Dec 1989,2.681956
1-10 Jan 1990,1.974586
11-20 Jan 1990,2.006988
21-31 Jan 1990,2.612697
1-10 Feb 1990,3.19244
11-20 Feb 1990,4.5284
21-28 Feb 1990,1.83433
1-10 Mar 1990,5.231413
11-20 Mar 1990,5.149039
21-31 Mar 1990,12.93151
1-10 Apr 1990,11.85627
11-20 Apr 1990,12.8094
21-30 Apr 1990,40.60867
1-10 May 1990,9.784525
11-20 May 1990,9.503623
21-31 May 1990,9.790649
1-10 Jun 1990,10.62456
11-20 Jun 1990,9.963716
21-30 Jun 1990,13.37683
1-10 Jul 1990,31.55949
11-20 Jul 1990,40.20706
21-31 Jul 1990,51.37757
1-10 Aug 1990,16.90154
11-20 Aug 1990,25.04899
21-31 Aug 1990,22.73659
1-10 Sep 1990,7.2889
11-20 Sep 1990,5.061822
21-30 Sep 1990,3.392122
1-10 Oct 1990,3.26931
11-20 Oct 1990,2.632889
21-31 Oct 1990,3.1922
1-10 Nov 1990,4.347162
11-20 Nov 1990,5.470214
21-30 Nov 1990,4.660932
1-10 Dec 1990,3.131867
11-20 Dec 1990,2.273042
21-31 Dec 1990,2.681956
1-10 Jan 1991,2.00095
11-20 Jan 1991,2.006988
21-31 Jan 1991,2.612697
1-10 Feb 1991,1.588037
11-20 Feb 1991,1.936037
21-28 Feb 1991,2.159783
1-10 Mar 1991,5.231413
11-20 Mar 1991,5.149039
21-31 Mar 1991,12.93151
1-10 Apr 1991,47.78001
11-20 Apr 1991,12.8094
21-30 Apr 1991,12.51503
1-10 May 1991,20.45697
11-20 May 1991,9.503623
21-31 May 1991,9.790649
1-10 Jun 1991,10.62456
11-20 Jun 1991,12.08656
21-30 Jun 1991,13.37683
1-10 Jul 1991,31.55949
11-20 Jul 1991,40.64458
21-31 Jul 1991,45.51141
1-10 Aug 1991,37.91313
11-20 Aug 1991,25.24619
21-31 Aug 1991,23.23511
1-10 Sep 1991,3.160169
11-20 Sep 1991,2.194599
21-30 Sep 1991,6.448236
1-10 Oct 1991,15.04361
11-20 Oct 1991,2.632889
21-31 Oct 1991,3.1922
1-10 Nov 1991,4.368964
11-20 Nov 1991,5.496035
21-30 Nov 1991,4.660932
1-10 Dec 1991,3.131867
11-20 Dec 1991,2.273042
21-31 Dec 1991,2.681956
1-10 Jan 1992,2.00095
11-20 Jan 1992,2.006988
21-31 Jan 1992,2.612697
1-10 Feb 1992,1.588037
11-20 Feb 1992,1.936037
21-29 Feb 1992,2.237051
1-10 Mar 1992,3.796839
11-20 Mar 1992,5.149039
21-31 Mar 1992,6.480827
1-10 Apr 1992,11.85627
11-20 Apr 1992,20.64066
21-30 Apr 1992,12.51503
1-10 May 1992,27.65859
11-20 May 1992,12.91101
21-31 May 1992,9.790649
1-10 Jun 1992,10.62456
11-20 Jun 1992,9.963716
21-30 Jun 1992,13.37683
1-10 Jul 1992,45.87518
11-20 Jul 1992,36.71667
21-31 Jul 1992,57.24374
1-10 Aug 1992,38.1948
11-20 Aug 1992,77.54023
21-31 Aug 1992,60.27491
1-10 Sep 1992,3.16748
11-20 Sep 1992,6.601709
21-30 Sep 1992,3.586054
1-10 Oct 1992,6.376634
11-20 Oct 1992,2.649092
21-31 Oct 1992,3.1922
1-10 Nov 1992,17.08141
11-20 Nov 1992,5.445436
21-30 Nov 1992,4.618021
1-10 Dec 1992,3.193811
11-20 Dec 1992,2.295329
21-31 Dec 1992,2.737108
1-10 Jan 1993,1.983075
11-20 Jan 1993,3.725503
21-31 Jan 1993,2.588176
1-10 Feb 1993,1.561768
11-20 Feb 1993,1.904603
21-28 Feb 1993,2.159783
1-10 Mar 1993,5.231413
11-20 Mar 1993,11.55719
21-31 Mar 1993,12.7376
1-10 Apr 1993,33.73495
11-20 Apr 1993,21.2554
21-30 Apr 1993,25.86941
1-10 May 1993,9.772537
11-20 May 1993,19.89808
21-31 May 1993,8.893057
1-10 Jun 1993,10.64857
11-20 Jun 1993,10.00713
21-30 Jun 1993,13.40259
1-10 Jul 1993,32.08498
11-20 Jul 1993,42.50239
21-31 Jul 1993,54.80163
1-10 Aug 1993,17.74442
11-20 Aug 1993,32.40438
21-31 Aug 1993,68.13474
1-10 Sep 1993,9.738577
11-20 Sep 1993,3.626949
21-30 Sep 1993,3.4241
1-10 Oct 1993,3.291511
11-20 Oct 1993,2.666299
21-31 Oct 1993,6.911266
1-10 Nov 1993,4.347162
11-20 Nov 1993,5.470214
21-30 Nov 1993,4.637168
1-10 Dec 1993,3.131867
11-20 Dec 1993,2.273042
21-31 Dec 1993,2.70469
1-10 Jan 1994,1.991941
11-20 Jan 1994,1.989059
21-31 Jan 1994,2.603124
1-10 Feb 1994,1.558972
11-20 Feb 1994,1.868576
21-28 Feb 1994,5.242239
1-10 Mar 1994,5.205185
11-20 Mar 1994,5.149039
21-31 Mar 1994,6.454455
1-10 Apr 1994,11.77379
11-20 Apr 1994,11.13573
21-30 Apr 1994,19.85717
1-10 May 1994,16.92115
11-20 May 1994,16.28193
21-31 May 1994,9.790649
1-10 Jun 1994,10.62456
11-20 Jun 1994,9.963716
21-30 Jun 1994,13.40259
1-10 Jul 1994,60.15049
11-20 Jul 1994,53.05508
21-31 Jul 1994,92.44075
1-10 Aug 1994,21.81714
11-20 Aug 1994,84.90999
21-31 Aug 1994,42.70834
1-10 Sep 1994,9.694391
11-20 Sep 1994,3.692982
21-30 Sep 1994,6.448236
1-10 Oct 1994,3.26931
11-20 Oct 1994,2.632889
21-31 Oct 1994,3.1922
1-10 Nov 1994,4.347162
11-20 Nov 1994,5.496035
21-30 Nov 1994,4.637168
1-10 Dec 1994,3.131867
11-20 Dec 1994,2.273042
21-31 Dec 1994,2.681956
1-10 Jan 1995,2.00095
11-20 Jan 1995,2.006988
21-31 Jan 1995,2.612697
1-10 Feb 1995,1.588037
11-20 Feb 1995,1.936037
21-28 Feb 1995,2.159783
1-10 Mar 1995,5.231413
11-20 Mar 1995,5.149039
21-31 Mar 1995,6.480827
1-10 Apr 1995,18.82106
11-20 Apr 1995,36.3694
21-30 Apr 1995,27.84996
1-10 May 1995,20.52197
11-20 May 1995,19.7258
21-31 May 1995,13.25886
1-10 Jun 1995,10.62456
11-20 Jun 1995,9.963716
21-30 Jun 1995,13.40259
1-10 Jul 1995,45.87518
11-20 Jul 1995,59.41403
21-31 Jul 1995,104.3296
1-10 Aug 1995,42.29498
11-20 Aug 1995,61.24984
21-31 Aug 1995,54.82024
1-10 Sep 1995,7.971151
11-20 Sep 1995,3.592786
21-30 Sep 1995,2.099206
1-10 Oct 1995,3.250266
11-20 Oct 1995,2.632889
21-31 Oct 1995,3.1922
1-10 Nov 1995,4.368964
11-20 Nov 1995,5.496035
21-30 Nov 1995,4.660932
1-10 Dec 1995,3.131867
11-20 Dec 1995,2.273042
21-31 Dec 1995,2.681956
1-10 Jan 1996,2.00095
11-20 Jan 1996,2.006988
