T2,MODIS HAIN ET
Oct 2000,40.7
Oct 2001,18.2
Oct 2002,6.8
Oct 2003,61.8
Oct 2004,25.6
Oct 2005,71.3
Oct 2006,78.2
Oct 2007,86.5
Oct 2008,84.6
Oct 2009,54.3
Oct 2010,89.1
Oct 2011,71.8
Oct 2012,56.2
Oct 2013,74.1
Oct 2014,71.0
