"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,29.73,28.55,75,0,0,0,0
1984,16,1.77,5.01,45.94,100,0,65.82,165.82
1985,16,0.69,25.69,75,100,0,0,100
1986,16,47.3,50,75,0,0,0,0
1987,16,55.92,33.92,60.42,0,0,20.56,20.56
1988,16,10.36,25,75,51.26,0,0,51.26
1989,16,32.24,45.67,67.57,0,0,0,0
1990,16,6.56,6.56,43.95,85.8,0,72.04,157.84
1991,16,40.54,37.87,75,0,0,0,0
1992,16,11.73,8.92,58.92,38.78,0,25.26,64.04
1993,16,34.56,33.57,75,0,0,0,0
1994,16,39.93,45.45,75,0,0,0,0
1995,16,25,50,75,0,0,0,0
1996,16,61.25,36.25,71.4,0,0,0,0
1997,16,50.34,47.4,75,0,0,0,0
1998,16,30.41,50,75,0,0,0,0
1999,16,23.17,48.17,75,0,0,0,0
2000,16,27.4,45.62,70.62,0,0,0,0
2001,16,32.07,40.64,66.66,0,0,1.06,1.06
2002,16,29.15,15.21,60.43,0,0,20.53,20.53
2003,16,35.48,42.92,67.92,0,0,0,0
2004,16,16.91,35.48,68.57,0,0,0,0
2005,16,24.84,42.83,75,0,0,0,0
2006,16,35.64,50,65.79,0,0,3.79,3.79
2007,16,15.61,25,75,3.57,0,0,3.57
2008,16,22.86,25,75,0,0,0,0
2009,16,38.6,45.82,72.04,0,0,0,0
2010,16,48.71,50,75,0,0,0,0
2011,16,29.4,50,75,0,0,0,0
2012,16,16.13,41.13,75,0,0,0,0
2013,16,3.11,13.41,60.3,100,0,20.95,120.95
2014,16,12.7,25,75,30.01,0,0,30.01
2015,16,13.63,10.17,49.52,21.56,0,54.64,76.2
2016,16,50,50,75,0,0,0,0
2017,16,23.07,43.73,75,0,0,0,0
2018,16,51.24,46.39,75,0,0,0,0
2019,16,54.85,50,75,0,0,0,0
