Time,NDVI
Oct 1981,0.4983872
Oct 1982,0.4888548
Oct 1983,0.3449516
Oct 1984,0.3025484
Oct 1985,0.3248065
Oct 1986,0.4156129
Oct 1987,0.2576936
Oct 1988,0.3735323
Oct 1989,0.3189194
Oct 1990,0.2766452
Oct 1991,0.4910161
Oct 1992,0.4947259
Oct 1993,0.3260807
Oct 1994,0.5559033
Oct 1995,0.3786452
Oct 1996,0.4894355
Oct 1997,0.3328065
Oct 1998,0.433742
Oct 1999,0.5307097
Oct 2000,0.5613871
Oct 2001,0.4524193
Oct 2002,0.5476129
Oct 2003,0.4485968
Oct 2004,0.3487581
Oct 2005,0.3820645
Oct 2006,0.422742
