"","MIXEDET"
"1983",45.3677657714919
"1984",-1.22713630089385
"1985",28.7222919243695
"1986",47.5075336326799
"1987",43.8796782583909
"1988",21.869132475934
"1989",37.7103629172688
"1990",-0.578220317711295
"1991",32.469276483528
"1992",43.1964318515975
"1993",37.7806300846378
"1994",17.6228438449766
"1995",26.7817077614331
"1996",20.0260482103039
"1997",51.1459608349143
"1998",20.498306333578
"1999",54.7231984464255
"2000",12
"2001",11.8
"2002",3.7
"2003",36
"2004",4.2
"2005",30.5
"2006",26.6
"2007",57.3
"2008",48
"2009",26.6
"2010",54.7
"2011",19.4
"2012",42.9
"2013",14.5
"2014",34.8
